after_super_class,bad_match_reason,candidates_after_super_class_guards,candidates_total,is_bad_match,match_percent,price,reason_code,ref_super_class,reference_name,rejected_by_anchor,rejected_by_forbidden,selected_name,selected_super_class,status
,,133,,False,84,34.06,,staples.макароны,Макароны Макфа спагетти 400гр,0,0,Макароны Дон Макарон Гурман Перья (рифленые) 400 гр (30) группа А,staples.макароны,ok
,,177,,False,30,63.6,,staples.рис,Чечевица зеленая Националь 450гр,0,0,"Рис круглозерный 0,900 гр Наш урожай",staples.рис,ok
,,77,,False,100,253.8,,staples.масло.оливковое,Масло оливковое нерафинированное Extra Virgin  1л,0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
,,41,,False,100,30.0,,condiments.vinegar,"Уксус виноградный Золотой налив 6%, 0.5 л",0,0,Уксус столовый 9% 1л,condiments.vinegar,ok
,,3,,False,77,59.08,,dairy.кефир,"Кефир 2,5% Экомилк 930гр",0,0,"Кефир 2,5% 500 гр ГОСТ (6) Большая кружка",dairy.кефир,ok
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,additives.coconut,Молоко кокосовое Арой-Д 500мл (тет/пак),0,0,,,not_found
,,112,,False,77,59.0,,dairy.молоко,Молоко сгущенное Рогачев ж/б 380гр,0,0,"МОЛОКО 3,2% 925 мл, ЭТО ХОРОШО, РОССИЯ (-C-)",dairy.молоко,ok
,,107,,False,63,90.19,,dairy.сливки,Крем взбитый Hulala 250гр,0,0,Сливки порционные 10% 10 гр*10 шт/уп (20) ГОСТ Альпенгурт,dairy.сливки,ok
,,13,,False,100,99.0,,dairy.сметана,"Сметана 20% ГОСТ 0,5 гр",0,0,Сметана Северная Долина 20% 300г,dairy.сметана,ok
,,379,,False,92,44.76,,dairy.сыр,Сыр Гранд блю с голубой плесенью 56% 100гр,0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,379,,False,83,44.76,,dairy.сыр,Сыр моцарелла Гальбани мини 45% 20 шар 150гр/6шт,0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,379,,False,89,44.76,,dairy.сыр,Сыр Фета Сиртаки ориджинал 55% 500гр,0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,61,,False,100,23.23,,bakery.bread,Дрожжи саф-момент 11гр,0,0,Дрожжи свежие хлебопекарные прессованные Люкс экстра 100 гр (20) Саф-Нева,bakery.bread,ok
,,90,,False,79,46.0,,staples.мука,Мука макфа 2 кг,0,0,"МУКА пшеничная для пиццы 10 кг, ПЕЧЕНОВ, РОССИЯ (-C-)",staples.мука,ok
,,27,,False,100,113.09,,meat.turkey,Ветчина ИВ Индейка,0,0,"Паштет из индейки (0,100 кг) Setra",meat.turkey,ok
,,55,,False,100,152.84,,meat.kolbasa,Колбаса Докторская Особая вес,0,0,"Колбаса с/в п/с Salame Classico Reserva (Салями Классико Резерва) Solemici МГС серв.нарезка (0,070 к",meat.kolbasa,ok
,,36,,False,52,7.02,,dairy.яйцо.куриное,Куриное бедро б/к вес,0,0,ЯЙЦО перепелиное 1 уп/20 шт. Птицефабрика Солигорская,dairy.яйцо.куриное,ok
,,113,,False,32,59.0,,dairy.молоко,Сало с чесноком Кубань продукт вес (солонина Казацкая),0,0,"МОЛОКО 3,2% 925 мл, ЭТО ХОРОШО, РОССИЯ (-C-)",dairy.молоко,ok
,,4,,False,100,604.0,,meat.ground,Фарш говяжий Мираторг 2кг,0,0,"Хвост говяжий ""Мираторг"" с/м, БЛОК",other,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Пепси 1.5л,,,,,not_found
,,65,,False,30,50.41,,beverages.juice,Сок Добрый Персик-Яблоко 1л,0,0,СОК мультифруктовый с мякотью восстановленный 200 мл. IL Primo,beverages.juice,ok
,,380,,False,33,44.76,,dairy.сыр,Арахис очищенный бланшированный,0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Компотная смесь (сушеная),,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Орех кешью жареный,,,,,not_found
,,42,,False,50,35.38,,condiments.mustard,Семена Чиа вес,0,0,Горчица русская 170 гр ст/б (18) Uni Dan,condiments.mustard,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Цукаты Имбирь лист в сахаре вес,,,,,not_found
,,81,,False,97,298.0,,condiments.broth,Бульон говяжий Диннер Сервис 2кг,0,0,"БУЛЬОН куриный 0,85 кг, MAREVEN FOOD, РОССИЯ",condiments.broth,ok
,,81,,False,91,298.0,,condiments.broth,"Бульон рыбный Диннер Сервис 1,5кг",0,0,"БУЛЬОН куриный 0,85 кг, MAREVEN FOOD, РОССИЯ",condiments.broth,ok
,,19,,False,43,620.62,,vegetables.mushrooms.white,Грибы сухие Белые 40гр,0,0,Грибы сушеные Белые отборные 40 гр (10) Лесные угодья,vegetables.mushrooms.white,ok
,,106,,False,100,93.05,,condiments.spice,Кориандр зерно ЕМ Специи 300гр,0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,4,,False,100,470.0,,oils.sesame,Кунжут черный вес,0,0,Кунжут Smart Chef Черный Жареный 500г,other,ok
,,82,,False,38,298.0,,condiments.broth,Орегано сухой вес,0,0,"БУЛЬОН куриный 0,85 кг, MAREVEN FOOD, РОССИЯ",condiments.broth,ok
,,107,,False,100,93.05,,condiments.spice,Перец сладкий молотый (паприка) вес,0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Смесь пять перцев дробленная,,,,,not_found
,,107,,False,60,93.05,,condiments.spice,Хмели Сунели вес,0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,177,,False,38,63.6,,staples.рис,Крабовые палочки 150+ вес с/м,0,0,"Рис круглозерный 0,900 гр Наш урожай",staples.рис,ok
,,1,,False,100,2629.34,,seafood.halibut,Палтус хол.копчения,0,0,Палтус филе холодного копчения с/м в/у 700+ ~6 кг/кор. Океан,other,ok
,,8,,False,100,304.84,,seafood.herring,Филе сельди в масле Матье 1кг,0,0,"Филе сельди деликатесное ""Матиас"" оригинал (0,500 кг/0,526 кг) кор. .",other,ok
,,152,,False,62,0.65,,staples.сахар,Сахар 900гр,0,0,САХАР порционный в стиках 5гр 1000шт/кр CEA,staples.сахар,ok
,,57,,False,93,0.23,,staples.соль,Соль илецкая Помол №1 1кг,0,0,СОЛЬ порционная в стиках 1гр 3000шт/кр CEA,staples.соль,ok
,,41,,False,100,35.38,,condiments.mustard,Горчица Дижонская KUNHE 260гр,0,0,Горчица русская 170 гр ст/б (18) Uni Dan,condiments.mustard,ok
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,condiments.mayo,Майонез Провансаль 67% 900гр,0,0,,,not_found
,,467,,False,100,1.58,,condiments.sauce,Соус Барбекю Эфкофуд 1кг пакет,0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,468,,False,100,1.58,,condiments.sauce,Соус соевый классический пл/б Sen Soy 1л,0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,79,,False,100,88.78,,canned.томаты.консервированные,Томатная паста Меркид 28% ведро Зкг,0,0,"Мелконарезанные томаты ""Мутти"" ж/б (0,210 кг) упак. .",canned.томаты.консервированные,ok
,,380,,False,50,44.76,,dairy.сыр,Батон нарезной,0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,51,,False,64,260.71,,beverages.coffee,Кофе нескафе классик 500гр,0,0,ПРИПРАВА для кофе Солёная Карамель 65 гр. KOTANYI,beverages.coffee,ok
,,89,,False,61,73.2,,beverages.tea,Чай Гринфилд Саммер Букет Малина 100п,0,0,ЛИПТОН Чай зеленый 0.5 л. ПЭТ,beverages.tea,ok
,,54,,False,30,43.896,,canned.горошек.зеленый,Базилик зеленый (импорт),0,0,Горошек зеленый ГОСТ MaySun 425мл,canned.горошек.зеленый,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Мята,,,,,not_found
,,4,,False,75,189.98,,vegetables.укроп,Укроп,0,0,"Зелень укропа сушеная, пакет 500г",vegetables.укроп,ok
,,27,,False,43,86.0,,vegetables.mushrooms,Грибы Еноки,0,0,Грибное ассорти маринов. 170гр,vegetables.mushrooms,ok
,,43,,False,100,30.0,,vegetables.капуста,Капуста кольраби,0,0,Капуста белокочанная,vegetables.капуста,ok
,,173,,False,60,22.0,,vegetables.картофель,Картофель красный (мытый),0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,47,,False,82,31.34,,vegetables.лук,Лук порей (Импорт),0,0,"Уксус яблочный Лукерья 6% (0,500 мл)",vegetables.лук,ok
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,canned.огурцы,Огурцы Среднеплодные,0,0,,,not_found
,,107,,False,100,93.05,,condiments.spice,Перец чили красный,0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,31,,False,67,80.0,,fruits.смородина,Редька Черная,0,0,"МОРС черная смородина 18 шт х0,45 л, ЖИВАЯ ЯГОДА, РОССИЯ",fruits.смородина,ok
,,78,,False,100,88.78,,canned.томаты.консервированные,Томаты розовые Азербайджан,0,0,"Мелконарезанные томаты ""Мутти"" ж/б (0,210 кг) упак. .",canned.томаты.консервированные,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Тыква "" Бутылка""",,,,,not_found
,,2,,False,33,173.0,,vegetables.салат.айсберг,Салат Кейл,0,0,Салат Айсберг,vegetables.салат.айсберг,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Салат Фриссе,,,,,not_found
,,2,,False,80,308.13,,fruits.гранат,Гранат МЕЛКИЙ Айзербаджан,0,0,Гранаты,fruits.гранат,ok
,,32,,False,70,59.6,,fruits.лимон,Лимон в дер.ящ (Узбекские),0,0,ФРУСТАЙЛ Лимон Лайм 0.33 л. ж/б,fruits.лимон,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Хурма Шарон,,,,,not_found
,,54,,False,37,43.896,,canned.горошек.зеленый,Авокадо зелёный,0,0,Горошек зеленый ГОСТ MaySun 425мл,canned.горошек.зеленый,ok
,,11,,False,52,228.03,,fruits.лайм,Лайм,0,0,"Лайм целый с/м инд.уп. 0,5 кг (18) Olmish",fruits.лайм,ok
,,468,,False,42,1.58,,condiments.sauce,Ежевика 125,0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,43,,False,100,30.0,,vegetables.капуста,Капуста по грузински /0.5,0,0,Капуста белокочанная,vegetables.капуста,ok
,,78,,False,100,88.78,,canned.томаты.консервированные,Томаты соленые / 3 кг,0,0,"Мелконарезанные томаты ""Мутти"" ж/б (0,210 кг) упак. .",canned.томаты.консервированные,ok
,,107,,False,60,93.05,,condiments.spice,Чеснок (1) кг,0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"БАГЕТ ржаной Шале с чесноком 150 г, РУСЬ-БЕЙКЕРИ, РОССИЯ (-С-)",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"БЕКОН сырокопченый 0,5 кг нарезка, COOK_ME, РОССИЯ (-F-)",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ТИЛАПИЯ свежемороженая филе без шкуры 5-7 oz 10 кг 5%, ВЬЕТНАМ",,,,,not_found
,,379,,False,40,44.76,,dairy.сыр,"СЫР Моцарелла для пиццы белково-жировой продукт 50% ~1,3 кг батон, COOK_ME, РОССИЯ",0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,379,,False,41,44.76,,dairy.сыр,"СЫР Фета в рассоле 45% 400 г/480 г , HOCHLAND PROFESSIONAL, РОССИЯ (-FP-)",0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"БУЛОЧКА для гамбургера Бриошь D125 мм 84 г, BAGERSTAT, РОССИЯ",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ВИШНЯ свежемороженая без косточки 12 кг, КЫРГЫЗСКАЯ РЕСПУБЛИКА",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ГЛАЗУРЬ темная Nives 5 кг в дисках, IRCA, ИТАЛИЯ",,,,,not_found
,,12,,False,100,108.0,,meat.beef,"ГОВЯДИНА вырезка с головой с цепочкой 1,3-1,8 кг, MERCURIO ALIMENTOS, БРАЗИЛИЯ",0,1,Суповой набор из говядины вес,meat.beef,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ДЕКОР капсулы для Трюфеля шоколадные молочные 1,36 кг, DOBLA, НИДЕРЛАНДЫ",,,,,not_found
,,24,,False,92,35.5,,prepared_food.donut,"ДОНАТ карамельная начинка покрытие шоколадная глазурь полоски карамели 67 г (-F-), STOKSON, ПОЛЬША",0,0,"ДОНАТ Ваниль покрытие глазурь 58 г, BAKERTON, РОССИЯ",prepared_food.donut,ok
,,24,,False,82,35.5,,prepared_food.donut,"ДОНАТ манговая начинка покрытие желтая глазурь цветная посыпка 70 г (-F-), STOKSON, ПОЛЬША",0,0,"ДОНАТ Ваниль покрытие глазурь 58 г, BAKERTON, РОССИЯ",prepared_food.donut,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ДОНАТ Шоколад покрытие глазурь 56 г, BAKERTON, РОССИЯ",,,,,not_found
,,173,,False,52,22.0,,vegetables.картофель,"КАРТОФЕЛЬ хэшбрауны 1 кг, КНОРР, БЕЛАРУСЬ",0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"КАКАО алкализированный 22-24% 1 кг, IRCA, ИТАЛИЯ",,,,,not_found
,,173,,False,30,22.0,,vegetables.картофель,"КАРТОФЕЛЬ дольки с кожурой 2,5 кг, FRY ME , РОССИЯ",0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,173,,False,32,22.0,,vegetables.картофель,"КАРТОФЕЛЬ-ФРИ Стелс 6х6 2,5 кг, FRY ME, РОССИЯ",0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,43,,False,47,121.0,,fruits.клубника,"КЛУБНИКА свежемороженая 10 кг, ЕГИПЕТ",0,0,Джем Махеевъ клубника 300г,fruits.клубника,ok
,,467,,False,100,1.58,,condiments.sauce,"СОУС Деми Глас 1,8 кг, MAREVEN FOOD, РОССИЯ (-С-)",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"БУЛЬОН куриный Настоящий 1,7 кг, KNORR, РОССИЯ",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ОСНОВА для супа Фо Бо Professional 2,3 кг, КНОРР, РОССИЯ",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"КОТЛЕТЫ куриные фигурные 1шт/60 г ~1 кг пакет, КОМПАС ФУДС, РОССИЯ",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"КРАБОВОЕ МЯСО замороженное 1 кг, САНТА БРЕМОР, БЕЛАРУСЬ (-С-)",,,,,not_found
,,9,,False,100,123.62,,additives.citric_acid,"КРАСИТЕЛЬ жидкий лимонный 250 мл на водной основе,VALERICO,РОССИЯ (-С-)",0,0,Краситель гелевый жидкий Желтый 100 гр (30) Топ Продукт,other,ok
,,13,,False,100,60.0,,additives.starch,"КРАХМАЛ кукурузный 1 кг,РОССИЯ (-C-)",0,0,Крахмал кукурузный 200гр.,other,ok
,,159,,False,100,283.32,,seafood.shrimp,"КРЕВЕТКИ ваннамей свежемороженые очищенные с хвостом 26/30 0,93 кг/1 кг 7%, SEAMINHHAI, ВЬЕТНАМ",0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
,,159,,False,100,283.32,,seafood.shrimp,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 21/25 0,93 кг/1 кг 7%, SEAMINHHAI, ВЬЕТНАМ",0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
,,159,,False,100,283.32,,seafood.shrimp,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 41/50 0,93 кг/1 кг 7%, SANDHYA MARINES, ИНДИЯ",0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
,,159,,False,100,283.32,,seafood.shrimp,"КРЕВЕТКИ ваннамей свежемороженые без головы 21/25 1,8 кг/2,25 кг во льду, PACIFIC SEAFOOD, ЭКВАДОР",0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
,,159,,False,100,283.32,,seafood.shrimp,"КРЕВЕТКИ северные варено-мороженые неочищенные 90+ 2,5 кг, РОССИЯ",0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
,,78,,False,46,253.8,,staples.масло.оливковое,"КРУАССАН замороженный масло 21% 60 г Fournil de Pierre, BRIDOR, ФРАНЦИЯ",0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"НАГГЕТСЫ фирменные куриные в панировке 1,115 кг, КОМПАС ФУДС, РОССИЯ",,,,,not_found
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,meat.chicken,"КУРИЦА грудка поджаренная 2 кг, СЕРВОЛЮКС, БЕЛАРУСЬ (-F-)",12,0,,,not_found
,,39,,False,100,383.51,,meat.chicken,"КУРИЦА бедро филе без кожи пакет 2,5 кг, ИСТРАПРОДУКТ, РОССИЯ",12,0,ТИЛАПИЯ филе без кожи (3-5) с/м вес 10 кг. Китай,other,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ЛАПША Соба гречневая 500 г, СЕН СОЙ, КИТАЙ",,,,,not_found
,,12,,False,100,108.0,,meat.beef,"ГОВЯДИНА лопатка I, ФЛАГМАН, РОССИЯ",0,1,Суповой набор из говядины вес,meat.beef,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"СЕМГА свежемороженая филе Trim D 1,8-2,3 кг вакуумная упаковка, СЕВИЛИЯ, РОССИЯ",,,,,not_found
,,26,,False,100,180.88,,seafood.trout,"ФОРЕЛЬ малосоленая филе Trim B 1,6+ кг вакуумная упаковка, ПРОДЭКСИМ, БЕЛАРУСЬ",0,0,Суповой набор рыбный с/м (форель) ~1 кг ~9 кг/кор. ВРК,seafood.trout,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"СЕМГА холодного копчения филе Trim B 1,7-2.0 кг вакуумная упаковка, НАВАФИШ, РОССИЯ",,,,,not_found
,,4,,False,100,269.5,,condiments.mayo,"МАЙОНЕЗ Экстра 67% 5 л ведро, ПЕЧАГИН ПРОФИ, РОССИЯ (-F-)",0,0,"МЕД Натуральный цветочный 1 кг ведро, РОССИЯ",other,ok
,,35,,False,100,87.59,,seafood.caviar,"ИКРА МАСАГО черная 0,5 кг (-F-), HOKI, БЕЛАРУСЬ",0,0,Икра черная имитированная ст/б 220 гр (6) Балтийский Берег,other,ok
,,379,,False,78,44.76,,dairy.сыр,"СЫР Маскарпоне 83% 500 г,COOKING,БЕЛАРУСЬ (-FP-)",0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,77,,False,100,253.8,,staples.масло.оливковое,"МАСЛО оливковое Extra Virgin 1 л пэт, COOK_ME PRO, ИТАЛИЯ (-F-)",0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
,,25,,False,100,479.5,,oils.sunflower,"МАСЛО подсолнечное рафинированное 1 л/920 г,SUNNY GOLD,РОССИЯ (-F-)",0,0,"МАСЛО СЛИВОЧНОЕ 82,5% 450 г, ЭКОМИЛК, РОССИЯ (-F-)",other,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"МАСЛО СЛИВОЧНОЕ 84% 0,5 кг, ZEALANDIA PROFESSIONAL, РОССИЯ",,,,,not_found
,,30,,False,100,479.5,,oils.frying,"МАСЛО фритюрное 5 л, SUNNY GOLD, РОССИЯ",0,0,"МАСЛО СЛИВОЧНОЕ 82,5% 450 г, ЭКОМИЛК, РОССИЯ (-F-)",other,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"МЕД Натуральный цветочный 1 кг ведро, РОССИЯ",,,,,not_found
,,90,,False,62,46.0,,staples.мука,"МИНДАЛЬ мука мелкого помола 1 кг, VALERICO, БЕЛАРУСЬ",0,0,"МУКА пшеничная для пиццы 10 кг, ПЕЧЕНОВ, РОССИЯ (-C-)",staples.мука,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"МОЛОКО 3,2% 1 л, БМК, РОССИЯ (-C-)",,,,,not_found
,,36,,False,100,301.0,,seafood.squid,"КАЛЬМАР кольца свежемороженый в панировке 1 кг, КИТАЙ",0,0,"КАЛЬМАР кольца свежемороженый в панировке 500 г, РОССИЯ",seafood.squid,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"МОРОЖЕНОЕ Тирамису 1,4 кг/2,4 л, MONTERRA, РОССИЯ",,,,,not_found
,,379,,False,42,44.76,,dairy.сыр,"СЫР Моцарелла для пиццы 40% 1 кг кубик, HOCHLAND PROFESSIONAL, РОССИЯ",0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
,,380,,False,40,44.76,,dairy.сыр,"СЫР Моцарелла для пиццы молокосодержащий продукт, Gourmet Fit 40% 1 кг кубик, ALTI, РОССИЯ",0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"МУКА пшеничная для пиццы (00) 10 кг, MAMMA MIA PIZZA, РОССИЯ (-C-)",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"СУХАРИ панировочные Панко 1 кг. TODOFOOD, РОССИЯ",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"МОРС клюква 18 шт х0,45 л, ЖИВАЯ ЯГОДА, РОССИЯ",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ПРАЛИНЕ фундук 5 кг, IRCA, ИТАЛИЯ",,,,,not_found
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,canned.огурцы,"ОГУРЦЫ маринованные слайсы 1 кг/1,5 кг, РОССИЯ",0,0,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"СМЕСЬ сухая хрустящая панировка 2,1 кг, КНОРР, РОССИЯ",,,,,not_found
,,379,,False,42,44.76,,dairy.сыр,"СЫР Пармезан тертый крошка 40% 0,3 кг, COOK_ME, РОССИЯ",0,23,СЫР плавленый Дружба 45% 90 гр. Карат,dairy.сыр,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ПИРОЖНОЕ Шоколадный мусс 12 шт х90г, КРИСТОФ, РОССИЯ (-C-)",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ПИРОЖНОЕ дайфукумоти Пина колада 6 шт х40г, РОССИЯ",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ИЗОМАЛЬТ кристаллизованный подсластитель 1 кг,IRCA,ИТАЛИЯ",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ПОКРЫТИЕ молочное со вкусом малины 5 кг, ПРОФ-ИНГРИДИЕНТС, РОССИЯ",,,,,not_found
,,86,,False,100,213.5,,condiments.seasoning,"ПРИПРАВА карри 590 г/1200 мл, KOTANYI, АВСТРИЯ (-С-)",0,0,ПРИПРАВА хмели-сунели банка 400 гр. SpicеExpert,condiments.seasoning,ok
,,86,,False,100,213.5,,condiments.seasoning,"ПРИПРАВА Томатино 155 г/400 мл , KOTANYI, АВСТРИЯ (-С-)",0,0,ПРИПРАВА хмели-сунели банка 400 гр. SpicеExpert,condiments.seasoning,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ТВОРОГ Тофу соевый 400 г, РОССИЯ",,,,,not_found
,,12,,False,100,108.0,,meat.beef,"ГОВЯДИНА щековина 2,5-3,0 кг пакет, ТМК, РОССИЯ",0,1,Суповой набор из говядины вес,meat.beef,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ДРАНИКИ картофельные замороженные 1 кг, КОРОНА-ФУД, РОССИЯ (-C-)",,,,,not_found
,,152,,False,36,0.65,,staples.сахар,"ПЮРЕ свежемороженое кокос без сахара 1 кг, FIL D'OR, ВЬЕТНАМ",0,0,САХАР порционный в стиках 5гр 1000шт/кр CEA,staples.сахар,ok
,,152,,False,70,0.65,,staples.сахар,"ПЮРЕ свежемороженое банан 10% сахара 1 кг,RAVIFRUIT,ФРАНЦИЯ",0,0,САХАР порционный в стиках 5гр 1000шт/кр CEA,staples.сахар,ok
,,152,,False,69,0.65,,staples.сахар,"ПЮРЕ свежемороженое лайм 10% сахара 1 кг,RAVIFRUIT,ФРАНЦИЯ",0,0,САХАР порционный в стиках 5гр 1000шт/кр CEA,staples.сахар,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ПЮРЕ свежемороженое ананас 10% сахара 1 кг, ARTPUREE, РОССИЯ (-С-)",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"ПЮРЕ свежемороженое манго 10% сахара 1 кг, ARTPUREE, РОССИЯ (-С-)",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"НАПИТОК соево-банановый Banana 4% 1 л обогащенный кальцием, PLANTO, РОССИЯ (-С-)",,,,,not_found
,,35,,False,100,133.0,,seafood.herring,"СЕЛЬДЬ оригинальная филе 3 шт х1 кг Матиас, САНТА БРЕМОР, БЕЛАРУСЬ",0,0,"КРАБОВОЕ МЯСО замороженное 500 г, САНТА БРЕМОР, БЕЛАРУСЬ",other,ok
,,12,,False,100,161.74,,meat.pork,"СВИНИНА окорок I, ВСЕВОЛОЖСКИЙ МК, РОССИЯ",0,0,"Колбаса с/в п/с из свинины Segreti d’Artigiano Фуэт Экстра в пряных травах кат А (0,110 кг)",meat.pork,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"СИРОП кокос 1 л, BARINOFF, РОССИЯ (-C-)",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"СЛИВКИ стерилизованные 22% 1 л, МОЛОЧНАЯ РЕЧКА, РОССИЯ (-F-)",,,,,not_found
