after_super_class,bad_match_reason,candidates_after_super_class_guards,candidates_total,is_bad_match,match_percent,price,reason_code,ref_super_class,reference_name,rejected_by_anchor,rejected_by_forbidden,selected_name,selected_super_class,status
,,27,,False,42,89.01,,bakery.dough.puff,"Тесто для Чебуреков ""Тестов"" ( 0,500 кг) упак.",0,0,"Тесто слоеное б/дрожжевое ""ЗВЕЗДНОЕ"" (0,500 кг/0,495 кг)",bakery.dough.puff,ok
,,27,,False,41,89.01,,bakery.dough.puff,"Тесто ФИЛО Bontier (0,500 кг)",0,0,"Тесто слоеное б/дрожжевое ""ЗВЕЗДНОЕ"" (0,500 кг/0,495 кг)",bakery.dough.puff,ok
,,47,,False,70,13.5,,staples.мука.пшеничная,Пшеничная тортилья оригинальная grill 10.5-дюйм.зам упак. . (47756),0,0,"ТОРТИЛЬЯ пшеничная замороженная 12 дюйм 18 шт/1620 г, MISSION, ВЕЛИКОБРИТАНИЯ",staples.мука.пшеничная,ok
,,60,,False,78,23.23,,bakery.bread,"Хлеб тостовый Честная пекарня ""Инагро""(1,000 кг) упак",0,0,Дрожжи свежие хлебопекарные прессованные Люкс экстра 100 гр (20) Саф-Нева,bakery.bread,ok
,,114,,False,55,23.5,,beverages.water,"Круассан ""Миндальный"" Мириталь (0,070 кг) упак.",0,0,"Вода Питьевая Негазированная 0,6л пэт Сладкая Жизнь, НДС 20%, ЧЗ",beverages.water,ok
,,60,,False,100,23.23,,bakery.bread,"Багет пшенично-ржаной 0,210 кг (129179) Хлебный дом",0,0,Дрожжи свежие хлебопекарные прессованные Люкс экстра 100 гр (20) Саф-Нева,bakery.bread,ok
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,oils.sesame,"Булочка для гамбургера 100 мм с кунжутом тройная 75гр*24/1,800кг/упак (4255)",0,0,,,not_found
,,61,,False,88,23.23,,bakery.bread,Чиабатта зам. (130 г) упак. (продольный разрез) (3195),0,0,Дрожжи свежие хлебопекарные прессованные Люкс экстра 100 гр (20) Саф-Нева,bakery.bread,ok
,,89,,False,69,73.2,,beverages.tea,"Чай зеленый Гринфилд Флаинг Драгон (1,8гр*100пак) /кор 0830-10-1",0,0,ЛИПТОН Чай зеленый 0.5 л. ПЭТ,beverages.tea,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Чай ароматный Ройбуш с земляничным ароматом без ягод 0,500кг",,,,,not_found
,,107,,False,100,93.05,,condiments.spice,"Чипсы картофельные ""San Carlo"" со вкусом паприки (0,050 кг) упак.",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,173,,False,47,22.0,,vegetables.картофель,"Чипсы картофельные со вкусом белого трюфеля ""Tartufi Jimmy"" (0,045 кг) упак. .",0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,133,,False,91,34.06,,staples.макароны,"Макароны ракушки Макфа (0,400кг)",0,0,Макароны Дон Макарон Гурман Перья (рифленые) 400 гр (30) группа А,staples.макароны,ok
,,176,,False,100,63.6,,staples.рис,"Рис Басмати Riso Gallo (0,500кг/0,540кг) /кор",0,0,"Рис круглозерный 0,900 гр Наш урожай",staples.рис,ok
,,176,,False,92,63.6,,staples.рис,"Рис круглозерный Колобок 0,900кг",0,0,"Рис круглозерный 0,900 гр Наш урожай",staples.рис,ok
,,176,,False,53,63.6,,staples.рис,"Рис Жасмин Националь 3,000кг ПЭТ Вьетнам",0,0,"Рис круглозерный 0,900 гр Наш урожай",staples.рис,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Чечевица зеленая Националь 0,450кг Россия",,,,,not_found
,,176,,False,62,63.6,,staples.рис,"Рис Краснодарский Националь 3,000кг /кор ПЭТ",0,0,"Рис круглозерный 0,900 гр Наш урожай",staples.рис,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Кус-кус пшеничный Легион 0,800кг",,,,,not_found
,,176,,False,50,63.6,,staples.рис,Рис шлифованный в/с Гост 6292-93 мешок 20 кг Рыбпром (ТМ NHAO-зеленый),0,0,"Рис круглозерный 0,900 гр Наш урожай",staples.рис,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Хлопья овсяные геркулес ""Экстра"" ГОСТ (1,000 кг) упак. .",,,,,not_found
,,20,,False,64,67.392,,staples.flakes,"Хлопья рисовые Ясно солнышко 0,375кг",0,0,Хлопья 4 злака Макфа 400г ФГИС,staples.flakes,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Фасоль Кидни темно-красная ""Мистраль"" NEW (0,450 кг) упак. . НДС 10% Россия",,,,,not_found
,,176,,False,72,63.6,,staples.рис,"Рис Жасмин ""Мистраль"" (0,500 кг/0,500 кг) кор. .",0,0,"Рис круглозерный 0,900 гр Наш урожай",staples.рис,ok
,,176,,False,70,63.6,,staples.рис,"Рис Италика ""Мистраль"" (0,500 кг/0,505 кг) кор. .",0,0,"Рис круглозерный 0,900 гр Наш урожай",staples.рис,ok
,,79,,False,100,88.78,,canned.томаты.консервированные,"Макаронные изделия без яиц ""Dalla Costa"" со шпинатом и томатами ""Зоопарк"" (0,250 кг) упак. .",0,0,"Мелконарезанные томаты ""Мутти"" ж/б (0,210 кг) упак. .",canned.томаты.консервированные,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Ферма Макаронные изделия фигурные без добавлени« яиц »Farm pasta) (0,250кг) кор.",,,,,not_found
,,133,,False,98,34.06,,staples.макароны,"Макароны № 043 Ньокки Delverde (0,500кг) /кор",0,0,Макароны Дон Макарон Гурман Перья (рифленые) 400 гр (30) группа А,staples.макароны,ok
,,133,,False,85,34.06,,staples.макароны,"Макароны № 103 Лазанье ""Дельверде"" яичные (0,500 кг) кор. .",0,0,Макароны Дон Макарон Гурман Перья (рифленые) 400 гр (30) группа А,staples.макароны,ok
,,133,,False,98,34.06,,staples.макароны,"Макароны № 083 Паппарделле Delverde (0,250кг) /кор",0,0,Макароны Дон Макарон Гурман Перья (рифленые) 400 гр (30) группа А,staples.макароны,ok
,,133,,False,98,34.06,,staples.макароны,"Макароны № 012 Лингуэ Delverde (0,500кг/0,530кг) /кор",0,0,Макароны Дон Макарон Гурман Перья (рифленые) 400 гр (30) группа А,staples.макароны,ok
,,113,,False,46,39.05,,pasta,"Паста спагетти с добавлением яйца и чернилами каракатицы ЗАМ (0,500кг) Соло фреско",0,0,СПАГЕТТИ №003 400 гр. Америа,pasta,ok
,,113,,False,38,39.05,,pasta,"Ригатони яичные 0,500 кг Эника",0,0,СПАГЕТТИ №003 400 гр. Америа,pasta,ok
,,12,,False,100,108.0,,meat.beef,Лапша быстрого приготовления Доширак (говядина) 90г,0,1,Суповой набор из говядины вес,meat.beef,ok
,,133,,False,88,34.06,,staples.макароны,Макароны Рожки рифленые группы В бум/мешок 20 кг Мукомол (3201),0,0,Макароны Дон Макарон Гурман Перья (рифленые) 400 гр (30) группа А,staples.макароны,ok
,,133,,False,96,34.06,,staples.макароны,"Макароны № 042 безглютеновые из красной чечевицы Спиральки 0,250 кг",0,0,Макароны Дон Макарон Гурман Перья (рифленые) 400 гр (30) группа А,staples.макароны,ok
,,133,,False,96,34.06,,staples.макароны,"Макароны № 042 Спиральки Федеричи (3,000 кг) кор. .",0,0,Макароны Дон Макарон Гурман Перья (рифленые) 400 гр (30) группа А,staples.макароны,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Макаронные изделия без яиц Паппарделле Ригате ""Рустикелла д'Абруццо"" (0,500 кг) кор. .",,,,,not_found
,,90,,False,88,46.0,,staples.мука,Мука из твердых сортов пшеницы Семола Molino Grassi (25кг),0,0,"МУКА пшеничная для пиццы 10 кг, ПЕЧЕНОВ, РОССИЯ (-C-)",staples.мука,ok
,,90,,False,66,46.0,,staples.мука,Мука пшеничная из твердых сортов пшеницы Grossa Molino Grassi мешок 25 кг (Крупный помол),0,0,"МУКА пшеничная для пиццы 10 кг, ПЕЧЕНОВ, РОССИЯ (-C-)",staples.мука,ok
,,90,,False,61,46.0,,staples.мука,Мука из твердых сортов пшеницы КГМ+ бум мешок (черная этикетка) 25 кг,0,0,"МУКА пшеничная для пиццы 10 кг, ПЕЧЕНОВ, РОССИЯ (-C-)",staples.мука,ok
,,90,,False,76,46.0,,staples.мука,"Мука ржаная Макфа в/с (1,000 кг) упак. .",0,0,"МУКА пшеничная для пиццы 10 кг, ПЕЧЕНОВ, РОССИЯ (-C-)",staples.мука,ok
,,153,,False,43,0.65,,staples.сахар,"Сахар-песок прозрачная упак. ГОСТ 2015 0,900 кг АгроТрейд",0,0,САХАР порционный в стиках 5гр 1000шт/кр CEA,staples.сахар,ok
,,152,,False,32,0.65,,staples.сахар,"Сахар тростниковый Коричневый кусковой segreti d Artigiano (0,500 кг/0,534 кг) упак. .",0,0,САХАР порционный в стиках 5гр 1000шт/кр CEA,staples.сахар,ok
,,57,,False,69,0.23,,staples.соль,"Соль розовая гималайская крупная (0,500 кг) Setra",0,0,СОЛЬ порционная в стиках 1гр 3000шт/кр CEA,staples.соль,ok
,,57,,False,52,0.23,,staples.соль,"Соль Экстра п/э (1,000кг) Мозырьсоль",0,0,СОЛЬ порционная в стиках 1гр 3000шт/кр CEA,staples.соль,ok
,,467,,False,100,1.58,,condiments.sauce,"Соус ""Табаско"" перечный Чипотле (150 мл) упак. .",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,41,,False,100,35.38,,condiments.mustard,"Горчица Зернистая UNI DAN 0,270 кг",0,0,Горчица русская 170 гр ст/б (18) Uni Dan,condiments.mustard,ok
,,41,,False,100,35.38,,condiments.mustard,"Горчица Дижонская ""Bioster"" пл/б (1,00 кг) кор. .",0,0,Горчица русская 170 гр ст/б (18) Uni Dan,condiments.mustard,ok
,,42,,False,100,83.92,,condiments.ketchup,"Кетчуп томатный острый HOT KYKNOS ст/б 0,330кг Греция",0,0,Кетчуп томатный 900 гр п/бут(2 категория) (8) Царский,condiments.ketchup,ok
,,8,,False,100,91.54,,condiments.horseradish,"Хрен сливочный Kuhne (0,250кг)",0,0,Хрен сливочный 250 гр ст/б (8) Uni Dan,other,ok
,,468,,False,100,1.58,,condiments.sauce,"Соус грибной на основе подсолнечного масла с трюфелем ""Сербоско"" (0,500 кг) упак. .",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,4,,False,100,140.77,,condiments.mayo,"Майонез ""EFKO FOOD professional"" 67% ведро NEW (2,880 кг/3,000 кг/3 л) упак. .(47069)",0,0,Груши в сиропе половинками «ARTIGIANO» ADU FOOD (820 г/850 мл) упак. . CNY,other,ok
,,467,,False,100,1.58,,condiments.sauce,"Соус ХАЙНЦ Барбекю классический балк (1,000 кг)",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,467,,False,100,1.58,,condiments.sauce,"Соус ""ХАЙНЦ"" на основе растительных масел Цезарь для салата балк (2,000 кг/ 2,021 кг)",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,467,,False,100,1.58,,condiments.sauce,"Соус ""ХАЙНЦ"" сырный оригинальный на основе растительных масел балк (1,000 кг) упак. .",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,468,,False,100,1.58,,condiments.sauce,"Соус грибной с трюфелем 8% ""Tartufi Jimmy"" ст./банка (0,090 кг) упак. .",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,467,,False,100,1.58,,condiments.sauce,"Соус фруктово-пряный гурмэ апельсиновый ""Furore"" ст./бан. (0,060 кг) упак. .",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,467,,False,100,1.58,,condiments.sauce,"Соус сладкий Чили классический Гурмикс (2,000 кг)",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,468,,False,44,1.58,,condiments.sauce,"Основа для супа Том КХА Гурмикс (2,000 кг)",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,468,,False,46,1.58,,condiments.sauce,"Смесь панировочная Нежная Гурмикс (2,000 кг)",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,77,,False,100,253.8,,staples.масло.оливковое,"Масло оливковое нераф в/к Extra Virgin La Espanola ст./б (0,916 кг/1000 мл)",0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
,,77,,False,100,253.8,,staples.масло.оливковое,"Масло оливковое нераф. в/к Extra Virgin La Espanola ст/б (0,458 кг/500 мл)",0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
,,77,,False,100,253.8,,staples.масло.оливковое,"Масло оливковое раф с доб нераф оливк масла Olio di oliva Costa d`Oro ст/б (1,365кг/1,000мл) /уп",0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
,,77,,False,100,253.8,,staples.масло.оливковое,Масло оливковое нераф в/кач Экстра Коста Доро 5 л ж/б,0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
,,59,,False,100,103.0,,canned.оливки,"Масло оливк.нераф.Экстрав.в.к.""Frantoio di Santa Tea""Raccolta di olive verdi (500 мл) /кор",0,0,Оливки зеленые б/к 300мл Майсан,canned.оливки,ok
,,77,,False,100,253.8,,staples.масло.оливковое,"Масло оливковое рафинированное Санса ди Олива""Конди"" стекло 1л",0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
,,77,,False,100,253.8,,staples.масло.оливковое,"Масло оливковое нерафинированное ""Fruttato"" San Giuliano (0,5 л) упак. .",0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
,,4,,False,100,493.8,,oils.sunflower,Масло подсолнечное рафинированное Санни Голд 5 л /кор,0,0,"Кокосовое масло рафинированное ROI THAI 100% (1000 мл/1,100 кг) упак.",other,ok
,,77,,False,100,253.8,,staples.масло.оливковое,Масло оливковое с чесноком (with garlic) CRETAN MILL ст/б 250мл,0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
,,78,,False,61,253.8,,staples.масло.оливковое,"Масло Горчичное нерафинированное Ароматы жизни ст/б (250 мл/0,230 кг) упак.",0,0,Масло оливковое нераф в/кач Экстра Коста Доро (250 мл),staples.масло.оливковое,ok
,,467,,False,100,1.58,,condiments.sauce,"Соус Glassa с доб бальз укс МОДЕНЫ с аром белого трюфеля пл/б (0,250 мл/0,313 кг)",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,107,,False,100,93.05,,condiments.spice,"Уксус бальзамический Modena IGP Carandini пл. канистра (5,315 кг/ 5 л)",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,40,,False,100,30.0,,condiments.vinegar,Уксус винный белый 6% Понти (500 мл) пл./б,0,0,Уксус столовый 9% 1л,condiments.vinegar,ok
,,81,,False,56,298.0,,condiments.broth,"Бульон мясной из бекона сухой ""АРИКОН ПРОФИI"" ведро (2,000 кг) упак.",0,0,"БУЛЬОН куриный 0,85 кг, MAREVEN FOOD, РОССИЯ",condiments.broth,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Орегано пакет 0,500 кг 5- Рубикон",,,,,not_found
,,107,,False,100,93.05,,condiments.spice,"Смесь специй Тикка Масала банка 0,560 кг Рубикон",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,107,,False,100,93.05,,condiments.spice,"Смесь специй для глинтвейна 1,000 кг",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,107,,False,100,93.05,,condiments.spice,"Кориандр молотый п/банка 0,400кг Рубикон",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Пастернак корень 1-3мм бум/пакет 1,000 кг Рубикон",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Базилик сушеный пакет 0,500 кг Рубикон",,,,,not_found
,,107,,False,100,93.05,,condiments.spice,"Корица палочки банка 0,180кг Рубикон",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,107,,False,100,93.05,,condiments.spice,"Смесь специй особая Уцхо-сунели пакет 0,500кг Рубикон",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Чеснок сушеный гранулированный 40/60 пакет 1,000кг",,,,,not_found
,,107,,False,100,93.05,,condiments.spice,"Перец зеленый горошек пакет 0,500кг Рубикон",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,106,,False,33,93.05,,condiments.spice,"Глюкоза""SpicExpert"" пакет (1,000 кг/1,030 кг) кор. .",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,106,,False,67,93.05,,condiments.spice,"Имбирь молотый SpicExpert п/п (1,000кг/1,030кг)",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,106,,False,31,93.05,,condiments.spice,"Пудра сахарная ""SpicExpert"" пл. пакет (1,000 кг/1,010 кг) кор. .",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,106,,False,100,93.05,,condiments.spice,"Перец черный молотый SpicExpert п/банка (0,500кг/0,560кг)",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,106,,False,100,93.05,,condiments.spice,"Перец душистый целый SpicExpert п/банка (0,350кг/0,412кг)",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,106,,False,100,93.05,,condiments.spice,"Кориандр целый SpicExpert п/банка (0,300кг/0,362кг)",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,106,,False,52,93.05,,condiments.spice,"Барбарис красный Премиум SpicExpert п/банка (0,250кг/0,312кг)",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,106,,False,100,93.05,,condiments.spice,"Корица молотая ""SpicExpert"" банка (1000мл ) (0,400 кг) упак.",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,106,,False,66,93.05,,condiments.spice,"Базилик ""SpicExpert"" банка (0,200 кг/1000 мл) упак. .",0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
,,174,,False,66,22.0,,vegetables.картофель,"Пряная соль Картофель Фри ""WIBERG"" (1,150 кг) упак.Германия",0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,152,,False,65,0.65,,staples.сахар,"Пудра сахарная ""Промпоставка"" (1,000 кг/1,002 кг) упак. .",0,0,САХАР порционный в стиках 5гр 1000шт/кр CEA,staples.сахар,ok
0,,,8218,,,,NO_CANDIDATES_AFTER_GUARDS,additives.citric_acid,"Лимонный концентрат Цитрано (0,545кг/0,500мл)",0,0,,,not_found
,,153,,False,54,0.65,,staples.сахар,"Пюре Личи ARTPUREE зам (1,000 кг) Фрутас",0,0,САХАР порционный в стиках 5гр 1000шт/кр CEA,staples.сахар,ok
,,153,,False,42,0.65,,staples.сахар,Пюре юдзу 1 кг Fresh Harvest,0,0,САХАР порционный в стиках 5гр 1000шт/кр CEA,staples.сахар,ok
,,153,,False,39,0.65,,staples.сахар,Пюре лайм 1 кг Fresh Harvest,0,0,САХАР порционный в стиках 5гр 1000шт/кр CEA,staples.сахар,ok
,,153,,False,40,0.65,,staples.сахар,"Пюре абрикос ""Фрут Руж и Ко"" (1,000 кг) кор. .",0,0,САХАР порционный в стиках 5гр 1000шт/кр CEA,staples.сахар,ok
,,153,,False,38,0.65,,staples.сахар,"Пюре желтый персик ""Фрут Руж и Ко"" (1,000 кг) кор. .",0,0,САХАР порционный в стиках 5гр 1000шт/кр CEA,staples.сахар,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Пюре черная смородина ""Фрут Руж и Ко"" (1,000 кг) кор. .",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Сироп Кокос со вкусом и ароматом ст/б (1,340 кг/1,000 мл) упак.Barinoff",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Сироп Шоколад со вкусом и ароматом ст/б (1,340 кг/1,000 мл) упак.Barinoff",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Сироп Зеленое яблоко ст/б (1,340 кг/1,000 мл) упак.Barinoff",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Сироп Желтый банан ст/б (1,340 кг/1000 мл) упак.Barinoff",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Сироп Арбуз со вкусом и ароматом ст/б (1,340 кг/1,970 кг/1,000 мл) Barinoff",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Сироп Кокос со вкусом и ароматом ст/б (1,340 кг/1,970 кг/1,000 мл) Barinoff",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Сироп Ваниль с ароматом ст/б (1,340 кг/1,970 кг/1,000 мл) Barinoff",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Сироп Груша со вкусом и ароматом ст/б (1,340 кг/1,970 кг/1,000 мл) Barinoff",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Сироп Роза с ароматом ст/б (1,340 кг/1,970 кг/1,000 мл) Barinoff",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Сироп Сахарный тростник ст/б 1,000 мл Barinoff",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Сироп Острый со вкусом и ароматом ст/б 1,000 мл Barinoff",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Сироп Облепиха со вкусом и ароматом ст/б (1,340 кг/1,970 кг/1,000 мл) Barinoff",,,,,not_found
,,113,,False,83,23.5,,beverages.water,"Напиток безалкогол. на аром.DRINKSOME ORANGE SEC (Оранж сек) негаз 0,7л",0,0,"Вода Питьевая Негазированная 0,6л пэт Сладкая Жизнь, НДС 20%, ЧЗ",beverages.water,ok
,,173,,False,69,22.0,,vegetables.картофель,"Картофель фри ""Agristo"" 10 мм с кожурой в двойной панировке ""Crrrockn"" (2,500 кг) упак. . Бельгия",0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,174,,False,87,22.0,,vegetables.картофель,"Картофель фри 9/18 мм Фарм Фритес (Steakhouse frites) (2,500кг) упак. . (257.012) UN",0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,173,,False,41,22.0,,vegetables.картофель,"Картофель фри 6 мм без панировки Triumph/Триумф (2,500 кг) (TR 42)",0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,173,,False,74,22.0,,vegetables.картофель,"Картофель фри 9 мм сладкий батат Fry Me Premium (2,500кг) BAT9",0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,173,,False,83,22.0,,vegetables.картофель,"Картофель фри 9 мм с панировкой/с кожурой Fry Me Premium (2,500 кг) (S24)",0,0,"БУЛОЧКА для гамбургера картофельная D100 мм 48 шт х52 г, BAGERSTAT, РОССИЯ",vegetables.картофель,ok
,,58,,False,42,62.30399999999999,,staples.фасоль,"Спаржа зеленая с/м Ardo (1,000 кг/1,015 кг) кор. .",0,0,Фасоль белая Sunfeel 425мл,staples.фасоль,ok
,,107,,False,100,93.05,,condiments.spice,Перец красный (полоски) б/з 10кг/упак ФХ ОК СУВ Узбекистан,0,0,"Соль нитритная ""SpicExpert"" пакет (1,000 кг/1,010 кг) упак..",condiments.spice,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Фасоль стручковая зеленая целая с/м упак.8 кг Россия,,,,,not_found
,,78,,False,100,88.78,,canned.томаты.консервированные,Томаты кубик б/з 10кг/упак Овощпром,0,0,"Мелконарезанные томаты ""Мутти"" ж/б (0,210 кг) упак. .",canned.томаты.консервированные,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Каштаны целые замороженные (1,000 кг) упак. . Китай Отгрузка Упак.",,,,,not_found
,,160,,False,44,283.32,,seafood.shrimp,Кукуруза зерно с/м упак.10 кг Индия,0,0,Креветка Ванамей Торпедо 21/25 очищенная в панировке (необжар.) с/м 200 гр (10) Vici Вьетнам,seafood.shrimp,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Зеленые соевые бобы Эдамаме ""ESORO"" очищенные (0,250 кг) упак. . Китай",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Шпинат листовой с/м упак. 10 кг Китай,,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Черная смородина б/з 10кг/упак RITUNE Китай,,,,,not_found
,,44,,False,50,121.0,,fruits.клубника,Рябина черноплодная б/з 10кг/упак Кантарелла,0,0,Джем Махеевъ клубника 300г,fruits.клубника,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Персик половинки б/з 10кг/упак Beijing Китай,,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,Черная смородина с/м упак. 10 кг Китай,,,,,not_found
,,44,,False,56,120.0,,fruits.малина,"Малина быстрозамороженная ""Master Fruits"" (2,500 кг) упак. .",0,0,Джем Махеевъ малина 300г/16шт,fruits.малина,ok
,,90,,False,53,46.0,,staples.мука,"Клейкая рисовая мука ""AROY-D"" пл/упак (2,000 кг)",0,0,"МУКА пшеничная для пиццы 10 кг, ПЕЧЕНОВ, РОССИЯ (-C-)",staples.мука,ok
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Лапша гречневая Соба ""SEN SOY""пакет (0,500 кг) упак",,,,,not_found
0,,,8218,,,,INSUFFICIENT_CLASSIFICATION,,"Салат из водорослей Чука с/м 1,000 кг) упак. .",,,,,not_found
,,468,,False,100,1.58,,condiments.sauce,"Соус соевый Терияки ""Genso"" (1,500л/1,775кг)",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
,,467,,False,100,1.58,,condiments.sauce,"Соус сладкий чили для курицы проф. упак ( 5,400 кг/5,900 кг) упак.Таиланд",0,0,СОУСНИК 30 мл 1 блок/80 шт. Покровский полимер,condiments.sauce,ok
