id,name_raw,super_class,product_core_id,core_conf,brand_id,pack_base_qty,unit_type,issue_codes
5ff2a54e-dc1f-499e-9494-49955f2642b3,Варенье из сосновых шишек 290 гр ст/б (6) Медовый дом,bakery.bread,bakery.bread,0.5,,290.0,WEIGHT,NO_BRAND
acfc4224-7cb8-4fe5-9261-abfa26fa152e,Варенье Малиновое 450 гр ст/б (6) Лукашинское,vegetables.лук,vegetables.лук,0.5,,450.0,WEIGHT,NO_BRAND
a3a9675b-c3bb-4446-8878-052c64910383,Варенье Черничное 450 гр ст/б (6) Лукашинское,vegetables.лук,vegetables.лук,0.5,,450.0,WEIGHT,NO_BRAND
bcfab80f-69b2-4fba-83ec-360382f4cd3f,Джем Абрикосовый 900 гр пл/в (6) Руконт,canned.фрукты,canned.фрукты,0.3,,900.0,WEIGHT,NO_BRAND
9a794403-2ed0-4cce-bcda-baadd51ac0e7,Джем Клубничный 900 гр пл/в (6) Руконт,other,other,0.5,,900.0,WEIGHT,NO_BRAND
0aa6ba81-b0e9-4bd8-8efb-b14a8990aecb,Джем Клюквенный 900 гр пл/в (6) Руконт,other,other,0.5,,900.0,WEIGHT,NO_BRAND
0f27ffdb-8aa7-4037-a971-120c6bfb8115,Джем Малиновый 900 гр пл/в (6) Руконт,other,other,0.5,,900.0,WEIGHT,NO_BRAND
7965d039-dcda-4212-8d1d-8f2627c6f963,Джем Черная смородина 900 гр пл/в (6) Руконт,fruits.смородина,fruits.смородина,0.5,,900.0,WEIGHT,NO_BRAND
096dcee7-bb4a-4dda-8d99-54da5d8f652a,Мед цветочный 1 кг пл/в ГОСТ (6),staples.buckwheat,staples.buckwheat,0.5,,1000.0,WEIGHT,NO_BRAND
d61243fb-4f3d-4039-964a-18a1f5ad7031,Медовый продукт цветочный 1 кг (40% мед + 60% сироп) пл/в ТУ (6) ТД Интеграция,beverages.syrup,beverages.syrup,0.9,,1000.0,WEIGHT,NO_BRAND
8506c2ef-f139-45b6-ae5a-8404c8fac12f,Концентрат Малина 1 л пл/б (6) RiCHEZA,beverages.concentrate,beverages.concentrate,0.9,,1000.0,VOLUME,NO_BRAND
7303f1b6-08d2-4df8-8752-7bdceb6613a9,Концентрат Облепиха 1 л пл/б (6) RiCHEZA,beverages.concentrate,beverages.concentrate,0.9,,1000.0,VOLUME,NO_BRAND
579b50d3-da11-4674-9636-a869e1cd59fb,Концентрат Черная смородина - Красная смородина 1 л (6) RiCHEZA,beverages.concentrate,beverages.concentrate,0.9,,1000.0,VOLUME,NO_BRAND
51380fbe-4d37-4390-bcad-079f8b1c6590,Концентрат Черная смородина - Мята 1 л (6) RiCHEZA,beverages.concentrate,beverages.concentrate,0.9,,1000.0,VOLUME,NO_BRAND
aeb3f2cb-3997-4e75-80d5-d178bb921a3e,Лимонный концентрат 1 л ст/б (6) RiCHEZA,beverages.concentrate,beverages.concentrate,0.9,,1000.0,VOLUME,NO_BRAND
e6ff021a-e888-4705-bb38-7b537aad0c1b,Основа для напитков Глинтвейн 1 л пл/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.3,,1000.0,VOLUME,NO_BRAND
3cc0653b-4762-497d-8b0f-21fd2d013698,Сироп Банан 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
5fbe7a9e-8c19-43d8-adbb-69102afca238,Сироп Блю Кюрасао 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
27c6f6ad-453d-4560-b99c-2eaf6a7e8260,Сироп Ваниль 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
340b00eb-1b95-46c9-b9e4-27dca08f8670,Сироп Гренадин 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
b8d87473-7d7f-4fdd-94e5-1e3d1b924eb3,Сироп Груша 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
df729525-c7cb-4807-93e4-c72289212264,Сироп Имбирный Пряник 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
e41b3af2-f576-4ec3-954b-74f028440b2e,Сироп Карамель 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
025ca5db-4e42-49ca-9f3a-7cd11c0ffc87,Сироп Кленовый 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
3574c363-3eb3-44fc-9941-12f18f259ef3,Сироп Клубника 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
be631cfc-a49f-4008-8526-965e9c3d08af,Сироп Кокос 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
2bb00207-16aa-4f6f-951c-78a960aa96e2,Сироп Лайм 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
99ab6ee2-5ef3-46c7-97b7-dc2456955856,Сироп Малина 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
19b74709-9d73-49b0-b50e-4a77bab39003,Сироп Манго 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
8a55ce4a-87dd-4cd2-bbce-9376c1de2ea9,Сироп Маракуйя 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
02df47fc-69eb-4396-b014-f862abaf9d4d,Сироп Миндаль 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
6c6fb61b-4431-42d5-be15-1c8757ae1f99,Сироп Соленая карамель 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
9bbe4d96-324c-46d1-b5c5-ceca71551d61,Сироп Черная смородина 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
dfaf9f85-2beb-4e48-b604-e4c6e363a18e,Сироп Шоколад 1 л ст/б (6) RiCHEZA,beverages.syrup,beverages.syrup,0.9,,1000.0,VOLUME,NO_BRAND
c2ff0ff3-f406-43ca-a778-e1981e85de1a,Топпинг Карамель 1 кг пл/б (6) RiCHEZA,condiments.topping,condiments.topping,0.5,,1000.0,WEIGHT,NO_BRAND
17c979a4-7cc5-495e-bd33-fdfed28da259,Топпинг Кленовый 1 кг пл/б (6) RiCHEZA,condiments.topping,condiments.topping,0.5,,1000.0,WEIGHT,NO_BRAND
2329e8ca-a646-47ae-87de-cc9652b01021,Топпинг Клубника 1 кг пл/б (6) RiCHEZA,frozen.berries,frozen.berries,0.5,,1000.0,WEIGHT,NO_BRAND
9630744a-b5c0-4573-9ac8-e81499a7145e,Топпинг Лесные Ягоды 1 кг пл/б (6) RiCHEZA,condiments.topping,condiments.topping,0.5,,1000.0,WEIGHT,NO_BRAND
38494020-bb1c-45e4-a9f0-a29c3b6b2dbe,Топпинг Малина 1 кг пл/б (6) RiCHEZA,frozen.berries,frozen.berries,0.5,,1000.0,WEIGHT,NO_BRAND
07443cbf-452a-4e11-b75f-8bd57ef3ec8b,Топпинг Шоколад 1 кг пл/б (6) RiCHEZA,beverages.cola,beverages.cola,0.9,,1000.0,WEIGHT,NO_BRAND
84183053-f3b1-40d9-a247-4fe35f3e5ee0,"Торт Чизкейк Карамельный с арахисом 12 порций 1,2 кг/кор. (4) Десертика",nuts.peanuts,nuts.peanuts,0.9,,1200.0,WEIGHT,NO_BRAND
6f5b2c30-89fa-40ca-bca5-e14c1375ea80,"Торт Чизкейк Клубничный 12 порций 1,2 кг/кор. Десертика",bakery.cheesecake,bakery.cheesecake,0.5,,1200.0,WEIGHT,NO_BRAND
3b3414d7-c3d3-4305-bfa9-23c84fa02199,"Торт Чизкейк Манго и маракуйя 12 порций 1,2 кг/кор. Десертика",bakery.cheesecake,bakery.cheesecake,0.5,,1200.0,WEIGHT,NO_BRAND
ae2c769b-06dc-4653-92e4-553fd05240db,"Торт Чизкейк НьюЙорк 12 порций 1,2 кг/кор. (4) Десертика",bakery.cheesecake,bakery.cheesecake,0.5,,1200.0,WEIGHT,NO_BRAND
d6541b33-63cf-4715-b0ba-0297194dfa20,Торт Чизкейк НьюЙорк 16 порций 2 кг/кор. Десерт Фентези,bakery.cheesecake,bakery.cheesecake,0.5,,2000.0,WEIGHT,NO_BRAND
5217f0d8-87a1-46f4-a110-b1cad7b5d673,"Торт Чизкейк Шоколадный 12 порций 1,2 кг/кор. (4) Десертика",beverages.cola,beverages.cola,0.9,,1200.0,WEIGHT,NO_BRAND
86e64680-dde0-4db8-adbd-51ca7ccb38f6,Хлеб Бородинский нарезка 400 гр (14) ГОСТ Хлебный дом (Фацер),bakery.bread,bakery.bread,0.5,,400.0,WEIGHT,NO_BRAND
cf1ada8b-59ad-402d-b4f3-5728e29a344e,Хлеб тостовый пшеничный 470 гр (10) Харрис,bakery.bread,bakery.bread,0.5,,470.0,WEIGHT,NO_BRAND
0b8f3bae-c5f0-4cb2-b863-10226035990a,Хлеб тостовый с отрубями 550 гр (10) Харрис,bakery.bread,bakery.bread,0.5,,550.0,WEIGHT,NO_BRAND
90b17767-7586-49ff-9b02-fdabff2e0abf,Тарталетки д/икры 30 шт*6 гр/блок (12) КиТ,bakery.tartlet,bakery.tartlet,0.5,,6.0,WEIGHT,NO_BRAND
8f32ce7a-6a4c-4436-a9c4-7f3215f88ce6,Тарталетки д/салата 15 шт*11 гр/блок (12) КиТ,bakery.tartlet,bakery.tartlet,0.5,,11.0,WEIGHT,NO_BRAND
b88b82f8-d583-4d99-a38e-760c70353628,Хлебные палочки Гриссини Кроккини соленые 250 гр (10) Roberto,staples.рис,staples.рис,0.5,,250.0,WEIGHT,NO_BRAND
9e1e1cc4-a771-440b-bbb3-5e1d0aa7bb4c,Хлебные палочки Гриссини Торинези 125 гр (15) Roberto,staples.рис,staples.рис,0.5,,125.0,WEIGHT,NO_BRAND
