item_id,name_raw,pack_base_qty,unit_type,potential_packs_needed_for_1kg,issue
a26624cf-9631-4f73-a2c8-0a6cd8b5b3a6,"Багет французский мини (0,130 г) упак. . Мираторг",0.13,WEIGHT,7692,SMALL_PACK_HIGH_COUNT_7692x
9f3ae15c-cb75-4865-8884-9faceb5e784a,"Комплексная пищевая добавка столовый подсластитель жидкий (0,200 мл) упак.",0.2,VOLUME,5000,SMALL_VOLUME_HIGH_COUNT_5000x
7e5591af-8a88-4654-afcc-ad3fca382c70,"Уксус бальзамический 3 Medaglie d'oro Ricardo Champagnotta 12 лет Giusti ст/б (0,250мл)",0.25,VOLUME,4000,SMALL_VOLUME_HIGH_COUNT_4000x
56cd5be7-9b11-460e-9262-9f2aa8f5ea20,"Уксус бальзамический 1 Medaglia d'argento Il Profumato Champagnotta 6 лет Giusti ст/б (0,250мл)",0.25,VOLUME,4000,SMALL_VOLUME_HIGH_COUNT_4000x
be8a2e9d-fb63-4e27-820a-01d26f4208be,"Соус с добавлением бальзамического уксуса МОДЕНЫ со вкусом и ароматом лесных ягод CARANDINI пл.бут (0,250 мл) кор. .",0.25,VOLUME,4000,SMALL_VOLUME_HIGH_COUNT_4000x
c41c161a-28ee-4734-a6e9-5ce5e8032d39,"Уксус бальзамический Модены качество Д+ Ponti спрей ст/б (0,250мл)",0.25,VOLUME,4000,SMALL_VOLUME_HIGH_COUNT_4000x
732a8c49-8be0-4784-8197-92a24d6ff15b,"ПЕРЕЦ черный молотый порционный в стиках 0,3гр 3000шт/кр CEA",0.3,WEIGHT,3333,SMALL_PACK_HIGH_COUNT_3333x
fff46430-3da0-46ef-99c7-c0722c40d583,"Жидкий дым ""Классический"" (0,330 мл ) упак..",0.33,VOLUME,3030,SMALL_VOLUME_HIGH_COUNT_3030x
a128fee8-741d-4d8d-ba6d-916c42839dbc,"Кокосовое молоко KARA 17% ж/б (0,400 мл) Индонезия",0.4,VOLUME,2500,SMALL_VOLUME_HIGH_COUNT_2500x
5c442b41-0e6c-483f-a1f0-b0a1d1b4aceb,"Соус Манго с перцем чили Tamaki ( 0,470 мл ) упак.Россия",0.47,VOLUME,2127,SMALL_VOLUME_HIGH_COUNT_2127x
ccade177-69a5-4144-bb33-3413cffa8e30,"Сметана 15% ГОСТ 0,5 гр",0.5,WEIGHT,2000,SMALL_PACK_HIGH_COUNT_2000x
fc5f632b-b764-43d8-b1a7-b1d2c6eece15,"Сметана 20% ГОСТ 0,5 гр",0.5,WEIGHT,2000,SMALL_PACK_HIGH_COUNT_2000x
d1d608ab-ffb3-454d-a8bd-b3e930ede380,"Уксус яблочный Лукерья 6% (0,500 мл)",0.5,VOLUME,2000,SMALL_VOLUME_HIGH_COUNT_2000x
c33377a3-d969-46c1-94ed-4550259416bb,Уксус бальзамический Модены Carandini стекло 0.500мл,0.5,VOLUME,2000,SMALL_VOLUME_HIGH_COUNT_2000x
5fd26eb0-909f-46fd-8762-9b1571e6b4f7,"Крупа ячневая фасованная 0,700гр Наш урожай",0.7,WEIGHT,1428,SMALL_PACK_HIGH_COUNT_1428x
d5cc75d4-c983-48e3-8824-e2fb195adf2d,"Рис круглозерный 0,900 гр Наш урожай",0.9,WEIGHT,1111,SMALL_PACK_HIGH_COUNT_1111x
636ed845-e6ca-4345-9bc7-cef104336492,"Греча ядрица 0,900 гр Наш урожай",0.9,WEIGHT,1111,SMALL_PACK_HIGH_COUNT_1111x
a3015963-fa31-47aa-abf1-c27d6cef47b5,"Рис пропаренный длиннозерный 0,900гр Наш урожай",0.9,WEIGHT,1111,SMALL_PACK_HIGH_COUNT_1111x
a5a4b128-010d-47c0-9ab0-a3b21e975ff0,"Пшено шлифованное 0,900гр Наш урожай",0.9,WEIGHT,1111,SMALL_PACK_HIGH_COUNT_1111x
2d1a23a1-3469-4227-8766-0cfb367961cb,"Макароны вермишель 0,900 гр Вари Ешь",0.9,WEIGHT,1111,SMALL_PACK_HIGH_COUNT_1111x
57a95e57-50e4-4de5-b3d8-b1764b1b1edd,"Уксус столовый Лукерья 9% (0,900 мл)",0.9,VOLUME,1111,SMALL_VOLUME_HIGH_COUNT_1111x
0243139b-9255-4910-86fd-39d6bc2127e9,"Масло Авокадо рафинированное La Espanola ст/б (0,916г/1000 мл)",0.916,WEIGHT,1091,SMALL_PACK_HIGH_COUNT_1091x
951376aa-2944-49c1-9118-8638eb0a51ad,СОЛЬ порционная в стиках 1гр 3000шт/кр CEA,1.0,WEIGHT,1000,SMALL_PACK_HIGH_COUNT_1000x
07594684-2483-4c7f-940c-6c0305d7cb1f,Соль порционная 1гр,1.0,WEIGHT,1000,SMALL_PACK_HIGH_COUNT_1000x
7a174e1b-1dd1-4540-809f-77a4d12a99c5,"Соль т.м ""Роспродукт"" порционная ( 0,001 кг) упак.",1.0,WEIGHT,1000,SMALL_PACK_HIGH_COUNT_1000x
c0ac15a7-3081-4ff6-8e90-362b35fba53c,"Уксус винный красный 6% Ponti пл/б (1,000мл)",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
6117ed58-e55d-455e-9519-2fc4da3ab375,"Уксус винный белый 6% Ponti пл/б (1,000мл)",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
22c6c6c6-e578-40d3-8e9a-6d395724afdb,"Сироп Клюква со вкусом и ароматом ст/б 1,000 мл Barinoff",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
9769aa55-2945-4625-b7e4-c6e37fd9a5cc,"Сироп Сахарный тростник ст/б 1,000 мл Barinoff",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
de9ff5b5-3809-4b7e-b269-072e8d3be245,"Сироп Брауни со вкусом и ароматом ст/б 1,000 мл Barinoff",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
754a8005-c5ce-4efa-9d8a-38e9bba3cde2,"Сироп Ром с ароматом ст/б 1,000 мл Barinoff",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
db43ac61-4528-4cae-86fe-1e0c1ea07d9c,"Сироп Тоффи со вкусом и ароматом ст/б 1,000мл Barinoff",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
97718f4a-ee8b-43e3-b4a9-690205dec0aa,"Сироп Изабелла со вкусом и ароматом ст/б 1,000 мл Barinoff",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
fa329f97-4b01-4ad4-9262-2a08c8564cc6,"Сироп Острый со вкусом и ароматом ст/б 1,000 мл Barinoff",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
a725aaed-d72b-49e9-bb99-54bdd3195b90,"Сироп Шоколадный батончик со вкусом и ароматом ст/б 1,000 мл Barinoff",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
57e72958-9a74-43d3-87fe-3ae43edd9a34,"Сироп Красный апельсин со вкусом и ароматом ст/б 1,000мл Barinoff",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
ea47f8d9-d457-4222-b7d6-d4b4ee7cfbd8,"Сироп Медовый с ароматом ст/б 1,000 мл Barinoff",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
e372c8c1-38a4-463f-a639-24f206f08bb1,"Сироп Фиалка с ароматом ст/б 1,000 мл Barinoff",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
dbe9f2dc-0b77-40a8-b2ad-d60e33de29b8,"Сироп Лемонграсс со вкусом и ароматом ст/б 1,000 мл Barinoff",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
48e0f2dd-0f94-42af-9ab1-ac3abe60bf91,"Соус соевый классический 1,000 мл 6- ТМ Канимори",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
7105c245-e7b6-4adf-bdd2-0ba48aab5399,"Паста Карри красная Aroy-D пл/банка (1,000г) упак..Тайланд",1.0,WEIGHT,1000,SMALL_PACK_HIGH_COUNT_1000x
6eaa8468-2895-485a-8cdc-81028a4dc8e5,"Концентрат Белый Глинтвейн 1,000 мл Stars Coffee (441746)",1.0,VOLUME,1000,SMALL_VOLUME_HIGH_COUNT_1000x
758f58bc-dce4-4fd9-9e06-294871a91775,"Ванилин1,5гр",1.5,WEIGHT,666,SMALL_PACK_HIGH_COUNT_666x
ddac6db1-3686-4b1f-b934-20b9a9ddc35b,"Чай черный Гринфилд Барбери Гарден (1,5гр*25пак) /кор",1.5,WEIGHT,666,SMALL_PACK_HIGH_COUNT_666x
ebb6e7bb-e25e-4e34-875a-0eeb8bb8e102,"Чай зеленый Лайм Тесс (100п/1,5г) /кор 0920-09",1.5,WEIGHT,666,SMALL_PACK_HIGH_COUNT_666x
ca8951dd-da4b-4591-a4f8-50e1770927de,"Чай зеленый Гринфилд Мелисса (1,5гр*100пак) пакет 0835-10",1.5,WEIGHT,666,SMALL_PACK_HIGH_COUNT_666x
ac73bdc0-ed98-4ce9-aefe-9fc943881916,"ЧАЙ зеленый пакетики на чашку 300 шт х1,8 г,TEATONE,РОССИЯ (-C-)",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
f910885a-565d-4877-9cd6-fb6ee6fa3e53,"ЧАЙ черный аромат тропических фруктов стики 15 шт х1,8 г, TEATONE, РОССИЯ (-C-)",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
48294b05-b27c-4866-87fe-0bab92d7dd7d,"Чай зеленый Гринфилд Флаинг Драгон (1,8гр*100пак) /кор 0830-10-1",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
7e5fc7a5-5ee9-426f-a8a3-e349d51b55a2,"Чай зеленый Стайл Тесс (100п/1,8г) /кор 0988-10-1",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
bbb049e8-2fb4-4668-bbd7-74e5d544f06d,"Зеленый чай TEATONE (арт. 221), 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
10112df1-c95b-4e13-9add-222e0971cb96,"Зеленый чай TEATONE в стиках (арт. 736), 15шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
7f8d7c56-ee44-497d-8b52-4bfa9e0583fc,"Зеленый чай Аромат жасмина (арт. 180), 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
098ef750-1025-4f6e-a372-c7624609954f,"Зеленый чай Аромат жасмина TEATONE в стиках (арт. 737), 15шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
e699ab09-a0cd-40e9-9bac-c661dffb36ef,Зеленый чай с мятой (арт. 182) 300шт х1.8г,1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
a3193621-6284-4d75-9d85-ec225259f65b,"Чай зеленый с мятой TEATONE в стиках (арт. 738), 15шт х1,8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
0a5d79c9-c487-4aa5-b1b3-28561b2364af,"Чай черный Аромат тропических фруктов TEATONE в стиках (арт. 616), 15шт х1,8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
528abdb4-1872-44d4-a729-2335323362a7,"Чай черный Индийский TEATONE в стиках (арт. 742), 15шт х1,8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
e0e8c826-5fdb-4216-b755-1ca0818241a8,"Чай черный с чабрецом TEATONE в стиках, (арт. 745) 15шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
bc3377af-2463-4237-ae60-3c652c6715f1,"Черный чай Английский завтрак TEATONE (арт. 784), 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
9a920e5f-032e-46b1-80d6-54bfb09a071d,"Черный чай Аромат бергамота TEATONE (арт. 195), пачка 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
62b8d693-bb71-4627-b7f2-abc940feda86,"Черный чай Аромат бергамота TEATONE в стиках, (арт. 743) 15штх1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
bbe63c6f-4187-49fa-aa85-587dda599f19,"Черный чай Индийский TEATONE (арт. 219), пачка 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
2b897045-0655-43ea-a5b3-45527fdc671b,"Черный чай с ароматом барбариса TEATONE (арт. 1433), 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
72bd1bdd-cd24-4c3e-ab34-f5cd1af0def4,"Черный чай с чабрецом TEATONE (арт. 217), пачка 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
12b7bec5-72b1-49ec-bb81-82348d9ffdf5,"Зеленый чай TEATONE (арт. 221), 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
dafd00e1-84dc-44b0-95a8-e31f3812ff22,"Зеленый чай TEATONE в стиках (арт. 736), 15шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
b487729f-edc0-4117-9bcc-97b9e940d06d,"Зеленый чай Аромат жасмина (арт. 180), 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
60c6ebdc-0534-4533-8a0f-9157e5e1f5ae,"Зеленый чай Аромат жасмина TEATONE в стиках (арт. 737), 15шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
e08076f1-9efd-40c0-85c5-f99f74252a2c,Зеленый чай с мятой (арт. 182) 300шт х1.8г,1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
1c135d50-afc2-44ca-bbc6-9253becd9fed,"Чай зеленый с мятой TEATONE в стиках (арт. 738), 15шт х1,8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
6c095ca5-17d2-406d-9f02-575acd67e96f,"Чай черный Аромат тропических фруктов TEATONE в стиках (арт. 616), 15шт х1,8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
0624a7a1-dae9-4c3d-b100-066c7d4f404a,"Чай черный Индийский TEATONE в стиках (арт. 742), 15шт х1,8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
b248ce65-f185-4c46-95a6-e19365a20f97,"Чай черный с чабрецом TEATONE в стиках, (арт. 745) 15шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
72f254d2-f46a-4fe9-826a-adf568a70fab,"Черный чай Английский завтрак TEATONE (арт. 784), 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
62622f64-3238-4d4b-826b-41709bf14f91,"Черный чай Аромат бергамота TEATONE (арт. 195), пачка 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
965ec531-9c55-4cba-8c51-9fb3af2f132b,"Черный чай Аромат бергамота TEATONE в стиках, (арт. 743) 15штх1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
4d3228c3-f52d-4037-8875-20097d25c46f,"Черный чай Индийский TEATONE (арт. 219), пачка 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
4ee187c4-83ae-463a-8d61-5a9642b8056c,"Черный чай с ароматом барбариса TEATONE (арт. 1433), 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
8069581e-e35a-484b-9dad-f3fa07e76041,"Черный чай с чабрецом TEATONE (арт. 217), пачка 300шт х1.8г",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
57dfc24a-3d5e-41ab-9526-4257f5320189,"Чай зеленый Дабл Минт 1,8 гр*20 пак (8) Greenfield",1.8,WEIGHT,555,SMALL_PACK_HIGH_COUNT_555x
58ced285-bc5a-45fc-a78e-bb88e5b0befd,Чай черный Индийский Гита (2гр*) 0249-16-1,2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
9b2ad723-c76e-42df-9cd2-dc47a4f0ba97,Чай черный Кения Тесс (100п/2г) /кор 1264-09,2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
fe2fb2d4-218c-473a-ad0c-2021747fb5d8,Чай черный Гринфилд Голден цейлон (2гр*100пак) /кор 0831-10,2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
805724f9-d27b-4ef0-8ec0-562b415916a8,"Шафран ROMA (0,002 кг) упак. . (.*20)",2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
103822f9-e5cd-4540-8ce5-1874a1e5af8c,"Напиток чайный Лесные ягоды TEATONE в стиках, (арт. 618) 15шт х2г",2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
6affad6f-e770-4bd0-96fb-11f1db6c626b,"Напиток чайный Яблоко-Имбирь (арт. 668), 300шт х2г",2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
efaa0b19-efbc-4529-9b06-a04c28043c4f,"Чайный напиток «Пылающий Глинтвейн» TEATONE в стиках, (арт. 1050) 15шт х2г",2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
07aace62-c50d-4f3f-8823-a04adb05d1e8,"Напиток чайный Лесные ягоды TEATONE в стиках, (арт. 618) 15шт х2г",2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
aea63f38-5dae-4498-ac0a-96c261aac821,"Напиток чайный Яблоко-Имбирь (арт. 668), 300шт х2г",2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
4ac67e50-088f-4d90-9d8f-6c8041685ea4,"Чайный напиток «Пылающий Глинтвейн» TEATONE в стиках, (арт. 1050) 15шт х2г",2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
dc305aed-a4d0-480c-9cb2-2bd9dd707de5,Шафран нарезанный 2 гр кор. (10) Kotanyi,2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
b514f349-dea7-44af-b72e-06ec7c5d0b69,Кофе растворимый Голд 2 гр*30 шт (8) Жардин,2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
16ef1258-1b4e-4f99-95b3-cba25bc64955,Чай зеленый Традиционный 2 гр*100 пак (18) Принцесса Ява,2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
0163170f-021a-4276-a08d-cb5659251b8b,Чай зеленый Фаинг Драгон 2 гр*100 пак (9) Greenfield,2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
72661467-b05a-46c9-b70b-44356d9459b9,Чай малиновый Самма Букет 2 гр*100 пак (9) Greenfield,2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
6eb66589-1138-405c-8b28-df7b105b27cd,Чай черный высокогорный 2 гр*100 пак с ярлыком (18) Принцесса Нури,2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
ef91f354-9d6c-4c1e-909d-ae26a0135bb4,Чай черный Голден Цейлон 2 гр*100 пак (9) Greenfield,2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
b9b47956-5618-4615-8e1c-1ffdc787e786,Чай черный Эрл Грей 2 гр*100 пак (9) Greenfield,2.0,WEIGHT,500,SMALL_PACK_HIGH_COUNT_500x
8fd74bab-13b8-4426-9c25-1bb1ca4fc098,Перец черный молотый порционный 3гр,3.0,WEIGHT,333,SMALL_PACK_HIGH_COUNT_333x
fee9e3d1-e79c-4540-a93a-5d43f3982b26,"Мандарины дольки в сиропе ARTIGIANO (3100 мл/3,000 г/1700 г) Zigui",3.0,WEIGHT,333,SMALL_PACK_HIGH_COUNT_333x
81bda928-5b69-4f98-9e0d-d62561773c14,"Перец т.м ""Роспродукт"" ( 0,003 кг) упак.",3.0,WEIGHT,333,SMALL_PACK_HIGH_COUNT_333x
a7e191b6-4580-4c0b-ac74-64d5a97fa39e,"Горошек зеленый из мозговых сортов Овощной край ж/б 3,100мл",3.1,VOLUME,322,SMALL_VOLUME_HIGH_COUNT_322x
e5b99f5c-46cd-402c-a711-19fe2f5b6871,Чай черный с мятой TEATONE на чайник (арт. 149) 20шт х4г,4.0,WEIGHT,250,SMALL_PACK_HIGH_COUNT_250x
bedc0c23-73de-4fd3-9213-79814dc8babe,"Чайный напиток Горные травы TEATONE в пакетиках, на чайник (арт. 157) 20шт х4г",4.0,WEIGHT,250,SMALL_PACK_HIGH_COUNT_250x
42591d0c-d642-465d-b747-9c203bd55cd5,Чай черный с мятой TEATONE на чайник (арт. 149) 20шт х4г,4.0,WEIGHT,250,SMALL_PACK_HIGH_COUNT_250x
8358b3f9-fdb8-4d3c-9b61-bb873e665f22,"Чайный напиток Горные травы TEATONE в пакетиках, на чайник (арт. 157) 20шт х4г",4.0,WEIGHT,250,SMALL_PACK_HIGH_COUNT_250x
74709b58-1b00-4eb6-b45c-dd2933e7f53c,Ванилин 4 гр (75) Домашнее Бистро,4.0,WEIGHT,250,SMALL_PACK_HIGH_COUNT_250x
c4cae862-50f9-4527-9913-4c387a4acf47,ВАСАБИ порционный 5 гр.,5.0,WEIGHT,200,SMALL_PACK_HIGH_COUNT_200x
889597e1-ce0b-4089-973d-1d2adef0a90e,САХАР порционный в стиках 5гр 1000шт/кр CEA,5.0,WEIGHT,200,SMALL_PACK_HIGH_COUNT_200x
8168596a-be26-42ab-b0f6-cce51fa992bf,Сахар порционный 5гр,5.0,WEIGHT,200,SMALL_PACK_HIGH_COUNT_200x
5e3def96-2f0e-4ad3-ad88-1c18cdac05ec,"САХАР фасованный 2000 шт х 5г трубочка,РОССИЯ (-C-)",5.0,WEIGHT,200,SMALL_PACK_HIGH_COUNT_200x
af54d158-8c43-448f-aef3-8a23c818c2d7,"Сахар порционный белый свекловичный ""Роспродукт"" цв. стик ( 0,005 кг ) упак. .",5.0,WEIGHT,200,SMALL_PACK_HIGH_COUNT_200x
42a17ca5-36dd-4124-a2ae-668b87fe62ed,Сахар порционный стик 5г  упак (2 000 шт ),5.0,WEIGHT,200,SMALL_PACK_HIGH_COUNT_200x
f955f582-2ddc-48ad-a9a7-961cebe482be,Сахар порционный стик 5г  упак (2 000 шт ),5.0,WEIGHT,200,SMALL_PACK_HIGH_COUNT_200x
1ed64a4f-346d-4bee-987e-a9835350e766,Васаби порционный 5 гр 168 шт/кор Имбирь,5.0,WEIGHT,200,SMALL_PACK_HIGH_COUNT_200x
c396f714-6a1e-40db-a16d-a0afc70e0d9e,"Сахар Smart Chef Порционный 2000*5г, НДС 10%",5.0,WEIGHT,200,SMALL_PACK_HIGH_COUNT_200x
fadd10e2-528f-4797-8200-74f56a527f92,Агар-агар 6гр,6.0,WEIGHT,166,SMALL_PACK_HIGH_COUNT_166x
90b17767-7586-49ff-9b02-fdabff2e0abf,Тарталетки д/икры 30 шт*6 гр/блок (12) КиТ,6.0,WEIGHT,166,SMALL_PACK_HIGH_COUNT_166x
cb6b48c6-d290-4172-86e5-a821a3791190,"МАСЛО сладкосливочное Традиционное 82,5% 10 гр. АМК",10.0,WEIGHT,100,SMALL_PACK_HIGH_COUNT_100x
98b820b6-a257-4c11-b2f7-5a1a0501ebb7,"МАСЛО сладкосливочное Традиционное 82,5% 10 гр. Внуковское",10.0,WEIGHT,100,SMALL_PACK_HIGH_COUNT_100x
25301f54-b125-441d-be98-954a8824c225,МАСЛО сливочное 82% 10 гр. Natura,10.0,WEIGHT,100,SMALL_PACK_HIGH_COUNT_100x
f0cd70fa-53f3-45ab-a8d2-f384fefee933,"Масло оливковое нераф.в/к Ideal extra virgin ( 0,010 кг) упак.",10.0,WEIGHT,100,SMALL_PACK_HIGH_COUNT_100x
e1629a80-aeb8-405c-84c2-24b688ae4492,"Масло оливковое, саше, 10г упак (252 шт)",10.0,WEIGHT,100,SMALL_PACK_HIGH_COUNT_100x
54ba5b24-8453-4017-9d55-997c67826260,"Масло оливковое, саше, 10г упак (252 шт)",10.0,WEIGHT,100,SMALL_PACK_HIGH_COUNT_100x
1b8adc1e-4233-4934-8c9c-44905c5d2d97,Сливки порционные 10% 10 гр*10 шт/уп (20) ГОСТ Альпенгурт,10.0,WEIGHT,100,SMALL_PACK_HIGH_COUNT_100x
ef6ffff6-60d2-49b3-b107-cd6c1982ae27,"Масло сладкосливочное несоленое 82,5% порционное 10 гр (125) ГОСТ Оладушкино",10.0,WEIGHT,100,SMALL_PACK_HIGH_COUNT_100x
0670d110-442c-4185-9c0a-470e400af049,Разрыхлитель теста 10 гр (60) Домашнее Бистро,10.0,WEIGHT,100,SMALL_PACK_HIGH_COUNT_100x
681489ff-dbb6-415c-8839-35ea493d4ca6,Дрожжи саф-момент 11гр,11.0,WEIGHT,90,SMALL_PACK_HIGH_COUNT_90x
a2a54049-96ea-437f-9e2a-1cf67ba36ae1,"Дрожжи Саф-Момент упак. (0,011 кг*) кор. 18 упак. Россия",11.0,WEIGHT,90,SMALL_PACK_HIGH_COUNT_90x
98ecabff-34ab-437f-a791-e0cb496d1488,Дрожжи сухие (красная пачка) 11 гр (60) Саф момент,11.0,WEIGHT,90,SMALL_PACK_HIGH_COUNT_90x
8f32ce7a-6a4c-4436-a9c4-7f3215f88ce6,Тарталетки д/салата 15 шт*11 гр/блок (12) КиТ,11.0,WEIGHT,90,SMALL_PACK_HIGH_COUNT_90x
f7571b9a-dbf4-4e00-8d0e-d6e1f47b4ad7,Разрыхлитель для теста 12гр,12.0,WEIGHT,83,SMALL_PACK_HIGH_COUNT_83x
