supplier_item_id,supplier_id,name_raw,name_norm,super_class_db,super_class_runtime,sc_confidence,brand_id_db,brand_from_text,pack_db,pack_runtime,price,data_issues
3bf648fa-f1f5-4b06-9f62-8a97426b42f4,9454e4b9-4cdf-4227-bb33-a71e58081436,"КЛУБНИКА свежемороженая 10 кг, ЕГИПЕТ",клубника свежемороженая египет,fruits.клубника,fruits.клубника,0.47,,,10.0,10.0,1738.0,NO_BRAND
9fe9c6b1-fa69-43a0-b27c-decf87e1d5a6,9454e4b9-4cdf-4227-bb33-a71e58081436,"КЛЮКВА садовая свежемороженая 10 кг, РОССИЯ",клюква садовая свежемороженая россия,fruits.клюква,,0.15,,,10.0,10.0,5022.5,NO_BRAND
3b13b67f-b585-4874-bf01-75e9bf4c4a35,9454e4b9-4cdf-4227-bb33-a71e58081436,"ПЕРЕЦ Cherry фаршированный тунцом 950 г/1500 г/1700 мл стекло, BELLA CONTADINA, ИТАЛИЯ",перец cherry фаршированный тунцом стекло bella contadina италия,canned.перец.консервированный,condiments.spice,1.0,,,1.5,0.9500000000000001,1495.0,NO_BRAND
d54f0224-3022-49df-b34e-0f087227c8e1,9454e4b9-4cdf-4227-bb33-a71e58081436,"ТОМАТНАЯ БАЗА сухая 300 г, КНОРР, РОССИЯ",томатная база сухая кнорр россия,vegetables.tomato,canned.томаты.консервированные,1.0,knorr,,0.3,0.3,789.5,OK
9f398612-fa59-4b42-8a35-169c3f7a3c45,9454e4b9-4cdf-4227-bb33-a71e58081436,"СОУС сырный 1,8 кг, КНОРР, РОССИЯ",соус сырный кнорр россия,condiments.sauce,condiments.sauce,1.0,knorr,,1.8,1.8,2976.0,OK
5e447cfa-d410-4be6-b1df-7f26f2484395,9454e4b9-4cdf-4227-bb33-a71e58081436,"СОУС Голландский 1,7 кг, КНОРР, РОССИЯ",соус голландский кнорр россия,condiments.sauce,condiments.sauce,1.0,knorr,,1.7,1.7,2259.5,OK
27719a4d-e422-4d53-8a51-864cdf54ed52,9454e4b9-4cdf-4227-bb33-a71e58081436,"СОУС Деми Глас 1,8 кг, КНОРР, РОССИЯ",соус деми глас кнорр россия,condiments.sauce,condiments.sauce,1.0,knorr,,1.8,1.8,2823.5,OK
d975de74-9497-4cea-81a5-24c7abe0babe,9454e4b9-4cdf-4227-bb33-a71e58081436,"СОУС Деми Глас 1,8 кг, MAREVEN FOOD, РОССИЯ (-С-)",соус деми глас mareven food россия,condiments.sauce,condiments.sauce,1.0,,,1.8,1.8,1893.0,NO_BRAND
a7c6984c-0776-4efa-87cf-f71d108a6daf,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН говяжий 2 кг, КНОРР, РОССИЯ",бульон говяжий кнорр россия,condiments.broth,,0.2,knorr,,2.0,2.0,1220.0,OK
952fd637-4b75-4489-8466-09eae315ac17,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН говяжий 8 кг, КНОРР, РОССИЯ",бульон говяжий кнорр россия,condiments.broth,,0.2,knorr,,8.0,8.0,4680.5,OK
f30c0df8-7342-46ae-8c8b-3f517a267faa,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН говяжий Настоящий 1,9 кг, КНОРР, РОССИЯ",бульон говяжий настоящий кнорр россия,condiments.broth,,0.2,knorr,,1.9,1.9,2234.0,OK
d1963139-2894-4631-81f5-28c298086f1e,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН грибной 2 кг, КНОРР, РОССИЯ",бульон грибной кнорр россия,condiments.broth,,0.2,knorr,,2.0,2.0,1486.0,OK
42cd9d6a-3863-46e3-9dbf-a53c8a461ab0,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН грибной 0,85 кг, MAREVEN FOOD, РОССИЯ",бульон грибной mareven food россия,condiments.broth,,0.18,,,0.85,0.85,418.5,NO_BRAND
828dda6f-b7f5-46a3-bea3-64221667d430,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН из баранины 2 кг, КНОРР, РОССИЯ",бульон из баранины кнорр россия,condiments.broth,,0.18,knorr,,2.0,2.0,1393.0,OK
8891e3a4-8bf1-4e69-ba78-0d3594cd08e3,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН куриный 2 кг, КНОРР, РОССИЯ",бульон куриный кнорр россия,condiments.broth,,0.2,knorr,,2.0,2.0,1169.5,OK
385fb6bd-b6d4-409a-b824-45734f5e91ab,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН куриный Настоящий 1,7 кг, KNORR, РОССИЯ",бульон куриный настоящий knorr россия,condiments.broth,,0.21,knorr,,1.7,1.7,1925.0,OK
52d8f1fc-61a8-45b6-9bed-5f1e5c7c9599,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН куриный 0,85 кг, MAREVEN FOOD, РОССИЯ",бульон куриный mareven food россия,condiments.broth,,0.19,,,0.85,0.85,298.0,NO_BRAND
cac6d8f5-dc1a-4178-925a-75f2cd34d2bd,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН куриный концентрированный 1 кг, KINGZEST, КИТАЙ (-C-)",бульон куриный концентрированный kingzest китай,condiments.broth,condiments.broth,0.46,,,1.0,1.0,2459.0,NO_BRAND
15bc2e03-cf98-467f-a30c-de6cb4af20bb,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН куриный 2 кг, MAREVEN FOOD, РОССИЯ (-С-)",бульон куриный mareven food россия,condiments.broth,,0.19,,,2.0,2.0,597.5,NO_BRAND
8234b3ab-2bad-41ca-a268-db5e0d193363,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН овощной 2 кг, КНОРР, РОССИЯ",бульон овощной кнорр россия,condiments.broth,,0.19,knorr,,2.0,2.0,1565.5,OK
50751070-db83-472d-a3cf-b4431d8da67e,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН рыбный 2 кг, КНОРР, РОССИЯ",бульон рыбный кнорр россия,condiments.broth,,0.2,knorr,,2.0,2.0,2027.0,OK
676a25ec-4545-4e39-bbb0-f9606ee46af2,9454e4b9-4cdf-4227-bb33-a71e58081436,"БУЛЬОН рыбный 0,925 кг, MAREVEN FOOD, РОССИЯ (-С-)",бульон рыбный mareven food россия,condiments.broth,,0.19,,,0.925,0.925,546.5,NO_BRAND
a3c5a943-4588-46e8-a49d-d4f9907235ff,9454e4b9-4cdf-4227-bb33-a71e58081436,"ЗАПРАВКА для борща 2,4 кг, KNORR, РОССИЯ",заправка для борща knorr россия,other,condiments.seasoning,1.0,knorr,,2.4,2.4,2958.0,SUPER_CLASS_OTHER
1082b8c3-8942-452c-91c4-3cbb76b3fcc5,9454e4b9-4cdf-4227-bb33-a71e58081436,"ОСНОВА для супа Фо Бо Professional 2,3 кг, КНОРР, РОССИЯ",основа для супа фо бо professional кнорр россия,other,,0.17,knorr,,2.3,2.3,7013.0,SUPER_CLASS_OTHER
c3c00aaf-b5c8-4ba9-91fd-9770c73b3a6a,9454e4b9-4cdf-4227-bb33-a71e58081436,"СУП-ПЮРЕ из белых грибов Professional 1,7 кг, КНОРР, РОССИЯ",суп пюре из белых грибов professional кнорр россия,vegetables.mushrooms,,0.14,knorr,,1.7,1.7,4116.5,OK
8e0661a8-77d5-440d-af75-939201b7e490,9454e4b9-4cdf-4227-bb33-a71e58081436,"СУП-ПЮРЕ сырный Professional 1,7 кг, КНОРР, РОССИЯ",суп пюре сырный professional кнорр россия,dairy.сыр,,0.19,knorr,,1.7,1.7,3467.0,OK
a4b8dd85-5f51-4979-ba28-08ca062d39ce,9454e4b9-4cdf-4227-bb33-a71e58081436,"ПЮРЕ картофельное 5 кг, КНОРР, РОССИЯ",пюре картофельное кнорр россия,vegetables.картофель,,0.14,knorr,,5.0,5.0,3649.5,OK
d7ab141c-8819-4731-a79b-7616608b26e9,9454e4b9-4cdf-4227-bb33-a71e58081436,"ПЮРЕ картофельное 5 кг, КНОЛЛИ, РОССИЯ (-С-)",пюре картофельное кнолли россия,vegetables.картофель,,0.14,,,5.0,5.0,2005.0,NO_BRAND
a23050d3-410e-4a26-9c72-f06b84737e84,9454e4b9-4cdf-4227-bb33-a71e58081436,"КОТЛЕТЫ для гамбургера растительные Хайбургер D100 мм 9 шт х130 г, HI, РОССИЯ (-С-)",котлеты для гамбургера растительные хайбургер d100 мм шт hi россия,fruits.котлеты,,0.16,,,0.13,0.13,708.0,NO_BRAND
ef7dc186-1bed-469a-b90f-d8c075d01209,9454e4b9-4cdf-4227-bb33-a71e58081436,"КОТЛЕТЫ для гамбургеров мраморная говядина D120 мм 120 г, МЯСНОЙ КЛУБ, РОССИЯ",котлеты для гамбургеров мраморная говядина d120 мм мясной клуб россия,canned.говядина.тушеная,meat.beef,1.0,,,0.12,0.12,448.5,NO_BRAND
cb65d53c-7ac4-42fa-88e5-4a145773aeaf,9454e4b9-4cdf-4227-bb33-a71e58081436,"КОТЛЕТЫ куриные фигурные 1шт/100 г 1 кг пакет, КОМПАС ФУДС, РОССИЯ",котлеты куриные фигурные 1шт пакет компас фудс россия,fruits.котлеты,,0.13,,,1.0,1.0,388.5,NO_BRAND
332ec063-26bf-4c4b-b13e-6d9e1d009429,9454e4b9-4cdf-4227-bb33-a71e58081436,"КОТЛЕТЫ куриные фигурные 1шт/60 г ~1 кг пакет, КОМПАС ФУДС, РОССИЯ",котлеты куриные фигурные 1шт пакет компас фудс россия,fruits.котлеты,,0.14,,,1.0,1.0,381.5,NO_BRAND
850c9a12-e95a-4745-b52b-b6ef76bc34b4,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАБ Камчатский мясо салатное варено-мороженое 500 г, НОВАЯ АЛЯСКА, РОССИЯ",краб камчатский мясо салатное варено мороженое новая аляска россия,other,,0.15,,,0.5,0.5,2757.5,SUPER_CLASS_OTHER|NO_BRAND
d73d7cb1-551a-4794-ae3d-43f3ec1c643c,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАБ Камчатский мясо розы варено-мороженое 1 кг, НОВАЯ АЛЯСКА, РОССИЯ",краб камчатский мясо розы варено мороженое новая аляска россия,other,,0.16,,,1.0,1.0,5417.5,SUPER_CLASS_OTHER|NO_BRAND
9871c35b-bb9a-4af3-84ea-d1f373655e54,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАБ Камчатский мясо 2-ой фаланги варено-мороженое 1 кг, НОВАЯ АЛЯСКА, РОССИЯ",краб камчатский мясо ой фаланги варено мороженое новая аляска россия,other,,0.16,,,1.0,1.0,6052.0,SUPER_CLASS_OTHER|NO_BRAND
3b460603-e247-408f-b408-67d03ed75f87,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАБ Камчатский мясо коленца варено-мороженое 1 кг, НОВАЯ АЛЯСКА, РОССИЯ",краб камчатский мясо коленца варено мороженое новая аляска россия,other,,0.16,,,1.0,1.0,5883.0,SUPER_CLASS_OTHER|NO_BRAND
69db8716-0c36-4708-a735-305866d9ac2a,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАБ Камчатский мясо 1-ой фаланги варено-мороженое 100-140 г, НОВАЯ АЛЯСКА, РОССИЯ",краб камчатский мясо ой фаланги варено мороженое новая аляска россия,other,,0.13,,,0.12,0.12,9602.0,SUPER_CLASS_OTHER|NO_BRAND
7a8da8b1-cb6b-431d-a546-299e5392832a,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАБ Камчатский секция конечностей варено-мороженая в панцире 1300+ г L5, НОВАЯ АЛЯСКА, РОССИЯ",краб камчатский секция конечностей варено мороженая панцире 1300 l5 новая аляска россия,other,,0.16,,,,,4180.5,SUPER_CLASS_OTHER|NO_PACK|NO_BRAND
feeb83fe-b27e-4c50-afaf-f9ff7a2c5724,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАБ Камчатский секция конечностей в разрубе варено-мороженая в панцире 1100+ г L4, НОВАЯ АЛЯСКА, РО",краб камчатский секция конечностей разрубе варено мороженая панцире 1100 l4 новая аляска россия,other,,0.16,,,,,4076.0,SUPER_CLASS_OTHER|NO_PACK|NO_BRAND
ed936414-629f-4e99-83ed-813407a619e5,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАБОВОЕ МЯСО замороженное 1 кг, САНТА БРЕМОР, БЕЛАРУСЬ (-С-)",крабовое мясо замороженное санта бремор беларусь,other,,0.22,,,1.0,1.0,258.0,SUPER_CLASS_OTHER|NO_BRAND
d360927f-7011-41ba-a202-6e7ca9af9cb5,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАБОВОЕ МЯСО замороженное 500 г, САНТА БРЕМОР, БЕЛАРУСЬ",крабовое мясо замороженное санта бремор беларусь,other,,0.19,,,0.5,0.5,133.0,SUPER_CLASS_OTHER|NO_BRAND
baf12b4f-119f-4063-a3d2-6388642f947b,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАБОВЫЕ ПАЛОЧКИ замороженные 6 кг, САНТА БРЕМОР, БЕЛАРУСЬ (-С-)",крабовые палочки замороженные санта бремор беларусь,other,,0.28,,,6.0,6.0,1149.0,SUPER_CLASS_OTHER|NO_BRAND
2624e622-3ad9-483f-b087-c7756a998eca,9454e4b9-4cdf-4227-bb33-a71e58081436,"СНЕЖНЫЙ КРАБ 0,5 кг, VICI, РОССИЯ",снежный краб vici россия,other,,0.17,,,0.5,0.5,202.5,SUPER_CLASS_OTHER|NO_BRAND
22b2c410-872b-4e3b-a649-b34bacc754e0,9454e4b9-4cdf-4227-bb33-a71e58081436,"СОЧНЫЙ КРАБ замороженный розовый 0,5 кг, HOKI, БЕЛАРУСЬ",сочный краб розовый hoki беларусь,other,,0.27,,,0.5,0.5,206.0,SUPER_CLASS_OTHER|NO_BRAND
fa79acc8-3d11-4500-8e5d-0d45164a37cd,9454e4b9-4cdf-4227-bb33-a71e58081436,"СНЕЖНЫЙ КРАБ розовый 0,5 кг, САНТА БРЕМОР, БЕЛАРУСЬ",снежный краб розовый санта бремор беларусь,other,,0.25,,,0.5,0.5,207.0,SUPER_CLASS_OTHER|NO_BRAND
871a0099-046a-4c87-9767-c3a167cba6fb,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАСИТЕЛЬ жидкий желтый 250 мл на водной основе,VALERICO,РОССИЯ (-С-)",краситель жидкий желтый на водной основе valerico россия,other,,0.21,,,0.25,0.25,391.5,SUPER_CLASS_OTHER|NO_BRAND
31db07b3-1579-4b88-aa50-659c3807d517,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАСИТЕЛЬ жидкий зеленый 250 мл на водной основе,VALERICO,РОССИЯ (-С-)",краситель жидкий зеленый на водной основе valerico россия,other,,0.19,,,0.25,0.25,391.5,SUPER_CLASS_OTHER|NO_BRAND
96910554-dadc-466a-a95a-aeb49cbae023,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАСИТЕЛЬ жидкий лимонный 250 мл на водной основе,VALERICO,РОССИЯ (-С-)",краситель жидкий лимонный на водной основе valerico россия,fruits.лимон,additives.citric_acid,1.0,,,0.25,0.25,411.0,NO_BRAND
6f84b3ad-9240-46e1-9025-cd36c20816c0,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАСИТЕЛЬ жидкий прозрачно-красный 250 мл на водной основе,VALERICO,РОССИЯ (-С-)",краситель жидкий прозрачно красный на водной основе valerico россия,other,,0.2,,,0.25,0.25,391.5,SUPER_CLASS_OTHER|NO_BRAND
a20e4ef4-758f-4722-a8c1-79d5d0b0bfdf,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАСИТЕЛЬ жидкий пурпурно-красный 250 мл на водной основе,VALERICO,РОССИЯ (-С-)",краситель жидкий пурпурно красный на водной основе valerico россия,other,,0.2,,,0.25,0.25,391.5,SUPER_CLASS_OTHER|NO_BRAND
e5108720-fbaa-48d0-b6ec-0e5aa901b1ab,9454e4b9-4cdf-4227-bb33-a71e58081436,"ГОРБУША свежемороженая филе на шкуре 12 кг, ФЛАГМАН, РОССИЯ",горбуша свежемороженая филе на шкуре флагман россия,other,,0.12,,,12.0,12.0,574.0,SUPER_CLASS_OTHER|NO_BRAND
bae25e51-75e7-4da0-8d31-cec23e500a8b,9454e4b9-4cdf-4227-bb33-a71e58081436,"ГОРБУША свежемороженая филе на шкуре 10 кг, МОРФИШ, РОССИЯ",горбуша свежемороженая филе на шкуре морфиш россия,other,,0.12,,,10.0,10.0,5675.5,SUPER_CLASS_OTHER|NO_BRAND
da506637-2c6e-4ec4-abaf-3406ee0f1c21,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАХМАЛ картофельный 500 г, РОСПЛАНТА, РОССИЯ (-C-)",крахмал картофельный роспланта россия,vegetables.картофель,additives.starch,1.0,,,0.5,0.5,96.5,NO_BRAND
df3c8a44-5960-415a-ac53-9703a1f25bc1,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАХМАЛ кукурузный 1 кг, COOK_ME, РОССИЯ (-С-)",крахмал кукурузный cook_me россия,other,additives.starch,1.0,,,1.0,1.0,326.0,SUPER_CLASS_OTHER|NO_BRAND
2254e07e-323f-466e-b029-cec49d62d35d,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАХМАЛ кукурузный 500 г, МОНДАМИН, РОССИЯ",крахмал кукурузный мондамин россия,other,additives.starch,1.0,,,0.5,0.5,308.5,SUPER_CLASS_OTHER|NO_BRAND
b81f4e62-07fb-41d7-bdd8-1d95ec266956,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАХМАЛ кукурузный 1 кг,РОССИЯ (-C-)",крахмал кукурузный россия,other,additives.starch,1.0,,,1.0,1.0,141.5,SUPER_CLASS_OTHER|NO_BRAND
2777e080-a218-4881-9f0c-d46f84f70ed7,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРАХМАЛ кукурузный 1 кг, РОССИЯ (-C-)",крахмал кукурузный россия,other,additives.starch,1.0,,,1.0,1.0,128.5,SUPER_CLASS_OTHER|NO_BRAND
da8da39c-3d93-429b-a086-1356488d2ae2,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые без головы 16/20 0,93 кг/1 кг 7%, SHARAT, ИНДИЯ",креветки ваннамей свежемороженые без головы sharat индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,18.0,1104.0,NO_BRAND
9033e3e2-8f1f-4441-8404-9cae9a5cb54c,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые без головы 21/25 0,93 кг/1 кг 7%, SHARAT, ИНДИЯ",креветки ваннамей свежемороженые без головы sharat индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,23.0,949.0,NO_BRAND
37381077-a03f-4e9c-98f3-343a6dbc4c2f,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые без головы в панцире 26/30 0,93 кг/1 кг 7%, MILESH MARINE, ИНДИЯ",креветки ваннамей свежемороженые без головы панцире milesh marine индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,28.0,936.0,NO_BRAND
925a6bcc-8375-4e08-be56-b611920cf26f,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные с хвостом 16/20 0,93 кг/1 кг 7%, SEAMINHHAI, ВЬЕТНАМ",креветки ваннамей свежемороженые очищенные хвостом seaminhhai вьетнам,seafood.shrimp,seafood.shrimp,1.0,,,1.0,18.0,1093.5,NO_BRAND
7c5fda7a-f2c4-4392-acae-350788130241,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные с хвостом 21/25 0,93 кг/1 кг 7%, SEAMINHHAI, ВЬЕТНАМ",креветки ваннамей свежемороженые очищенные хвостом seaminhhai вьетнам,seafood.shrimp,seafood.shrimp,1.0,,,1.0,23.0,949.0,NO_BRAND
1defe4bb-e338-44ee-b628-0f4a6883130a,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные с хвостом 21/25 0,93 кг/1 кг 7%, COOK_ME, ИНДИЯ",креветки ваннамей свежемороженые очищенные хвостом cook_me индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,23.0,949.0,NO_BRAND
a4fae11f-9a54-4819-9ce4-101ae79ecbb0,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные с хвостом 26/30 0,93 кг/1 кг 7%, SEAMINHHAI, ВЬЕТНАМ",креветки ваннамей свежемороженые очищенные хвостом seaminhhai вьетнам,seafood.shrimp,seafood.shrimp,1.0,,,1.0,28.0,964.5,NO_BRAND
ca2c05ab-87fe-47ff-9198-f794a36b2239,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные с хвостом 31/40 0,93 кг/1 кг 7%, COFOODS, ИНДИЯ",креветки ваннамей свежемороженые очищенные хвостом cofoods индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,35.5,980.0,NO_BRAND
8e30ec6f-e3ae-44a4-9c70-b4b0e8adf691,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные с хвостом 31/40 0,93 кг/1 кг 7%, SHARAT, ИНДИЯ",креветки ваннамей свежемороженые очищенные хвостом sharat индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,35.5,944.0,NO_BRAND
452ff56a-b993-4bc1-8d67-9ef62e49ceb8,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные с хвостом 41/50 0,93 кг/1 кг 7%, SHARAT, ИНДИЯ",креветки ваннамей свежемороженые очищенные хвостом sharat индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,45.5,879.0,NO_BRAND
0852f463-323f-4ebb-8449-ac4284e150e8,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные с хвостом 41/50 0,93 кг/1 кг 7%, SEAMINHHAI, ВЬЕТНАМ",креветки ваннамей свежемороженые очищенные хвостом seaminhhai вьетнам,seafood.shrimp,seafood.shrimp,1.0,,,1.0,45.5,873.0,NO_BRAND
6c3e33b7-91d9-44cc-b50b-1bd24942d178,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 16/20 0,93 кг/1 кг 7%, SEAMINHHAI, ВЬЕТНАМ",креветки ваннамей свежемороженые очищенные без хвоста seaminhhai вьетнам,seafood.shrimp,seafood.shrimp,1.0,,,1.0,18.0,1269.5,NO_BRAND
d3835443-7ebf-4a4e-bc60-21a9b3427a33,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 16/20 0,93 кг/1 кг 7%, NAS FISHERIES, ИНДИЯ",креветки ваннамей свежемороженые очищенные без хвоста nas fisheries индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,18.0,1270.0,NO_BRAND
db0fca60-7bcd-4754-9b47-a9d4b1992d6c,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 21/25 0,93 кг/1 кг 7%, SANDHYA MARINES, ИНДИЯ",креветки ваннамей свежемороженые очищенные без хвоста sandhya marines индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,23.0,1127.0,NO_BRAND
90cca242-1129-4c6a-ba7d-b69a5db8793d,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 21/25 0,93 кг/1 кг 7%, SEAMINHHAI, ВЬЕТНАМ",креветки ваннамей свежемороженые очищенные без хвоста seaminhhai вьетнам,seafood.shrimp,seafood.shrimp,1.0,,,1.0,23.0,1062.5,NO_BRAND
656183e5-5426-4b4b-8f01-9d403433f80e,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 21/25 0,93 кг/1 кг 7%, ИНДИЯ",креветки ваннамей свежемороженые очищенные без хвоста индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,23.0,1083.5,NO_BRAND
443f9cba-b512-48a5-9c16-38cec3890b40,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 26/30 0,93 кг/1 кг 7%, SHARAT, ИНДИЯ",креветки ваннамей свежемороженые очищенные без хвоста sharat индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,28.0,990.5,NO_BRAND
366d7fcf-6b45-41e4-a1fb-42f3594ffaaf,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 26/30 0,93 кг/1 кг 7%, SANDHYA MARINES, ИНДИЯ",креветки ваннамей свежемороженые очищенные без хвоста sandhya marines индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,28.0,1121.0,NO_BRAND
9a00124d-5937-41a9-84be-cd8b08d1aaf2,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 26/30 0,93 кг/1 кг 7%, COOK_ME, ИНДИЯ",креветки ваннамей свежемороженые очищенные без хвоста cook_me индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,28.0,1134.0,NO_BRAND
d5adf9f3-6691-4992-8f1e-7b40cd5dd060,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 31/40 0,93 кг/1 кг 7%, CASTLEROCK, ИНДИЯ (-F-)",креветки ваннамей свежемороженые очищенные без хвоста castlerock индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,35.5,916.5,NO_BRAND
6184b655-5c61-42d3-b217-88d1def1a12c,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 31/40 0,93 кг/1 кг 7%, SHARAT, ИНДИЯ",креветки ваннамей свежемороженые очищенные без хвоста sharat индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,35.5,1081.5,NO_BRAND
5b12565d-f9d3-405d-8768-644d472d74a8,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 31/40 0,93 кг/1 кг 7%, SEAMINHHAI, ВЬЕТНАМ",креветки ваннамей свежемороженые очищенные без хвоста seaminhhai вьетнам,seafood.shrimp,seafood.shrimp,1.0,,,1.0,35.5,990.5,NO_BRAND
b6004af3-902b-4103-9c4f-dd890d7180fc,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 41/50 0,93 кг/1 кг 7%, SANDHYA MARINES, ИНДИЯ",креветки ваннамей свежемороженые очищенные без хвоста sandhya marines индия,seafood.shrimp,seafood.shrimp,1.0,,,1.0,45.5,902.5,NO_BRAND
f8d6fe18-a157-4bc5-a269-3b90a0e2e261,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей свежемороженые очищенные без хвоста 41/50 0,93 кг/1 кг 7%, SEAMINHHAI, ВЬЕТНАМ",креветки ваннамей свежемороженые очищенные без хвоста seaminhhai вьетнам,seafood.shrimp,seafood.shrimp,1.0,,,1.0,45.5,898.5,NO_BRAND
b3f59b1c-7916-4f6a-9c08-7c681c5d84b3,9454e4b9-4cdf-4227-bb33-a71e58081436,"КРЕВЕТКИ ваннамей варено-мороженые очищенные без хвоста 31/40 0,93 кг/1 кг 7%, SEAPRODEX, ВЬЕТНАМ",креветки ваннамей варено мороженые очищенные без хвоста seaprodex вьетнам,seafood.shrimp,seafood.shrimp,1.0,,,1.0,35.5,1341.5,NO_BRAND
